AGB100,FIS100,IPB107,IPB108,IPB111,IPB112,KPM130,MAT100,BIO100,EKO100,IPB100,IPB106,KIM101,KOM201,MAT103,CLASS
A,C,AB,B,AB,A,A,C,D,BC,AB,AB,C,A,D,HighRisk
A,B,AB,AB,AB,A,A,B,BC,A,AB,A,BC,A,D,HighRisk
A,C,BC,A,B,A,AB,D,D,D,B,B,D,AB,D,HighRisk
A,C,B,B,B,A,B,C,C,B,B,B,D,B,D,HighRisk
A,AB,BC,B,BC,A,BC,B,C,C,B,A,C,B,BC,HighRisk
A,C,AB,A,B,A,BC,C,D,D,B,A,C,A,D,HighRisk
A,C,A,A,A,A,AB,BC,B,B,AB,B,BC,B,BC,HighRisk
A,C,D,B,BC,A,BC,C,D,D,AB,B,D,BC,D,HighRisk
A,C,C,BC,B,A,BC,D,D,BC,B,BC,C,B,D,HighRisk
A,C,B,BC,B,A,B,BC,D,B,A,AB,BC,BC,C,HighRisk
A,B,AB,B,A,A,AB,AB,B,AB,A,A,B,B,BC,HighRisk
A,D,C,BC,C,A,BC,BC,D,C,B,B,C,BC,D,HighRisk
A,C,BC,B,AB,A,B,C,D,BC,AB,BC,C,B,C,HighRisk
A,C,B,C,AB,A,BC,D,D,C,B,BC,C,B,D,HighRisk
A,BC,AB,AB,AB,A,B,B,AB,A,A,A,B,AB,BC,HighRisk
A,C,A,AB,AB,A,A,BC,B,AB,AB,AB,BC,B,BC,HighRisk
A,C,BC,BC,AB,A,BC,C,C,C,B,BC,C,B,D,HighRisk
A,BC,B,A,AB,A,B,C,BC,BC,AB,B,BC,AB,C,HighRisk
A,C,B,A,A,A,AB,C,D,D,AB,B,C,AB,D,HighRisk
A,C,B,B,B,A,BC,BC,AB,BC,AB,B,C,B,BC,HighRisk
A,BC,A,B,A,A,AB,BC,D,B,AB,A,C,A,D,HighRisk
A,BC,AB,A,AB,A,B,BC,BC,BC,AB,AB,C,AB,D,HighRisk
B,BC,AB,A,B,B,B,C,BC,D,AB,B,C,A,D,HighRisk
A,B,A,AB,AB,B,AB,B,B,AB,AB,A,BC,A,C,HighRisk
A,D,BC,BC,BC,A,BC,C,D,D,B,B,C,B,D,HighRisk
A,C,BC,A,B,A,B,BC,D,E,AB,AB,D,C,C,HighRisk
A,C,BC,B,BC,A,BC,C,D,C,AB,B,BC,AB,D,HighRisk
A,BC,B,A,B,A,C,B,D,BC,C,AB,AB,AB,C,HighRisk
A,D,B,A,A,A,C,C,BC,BC,D,AB,A,AB,BC,HighRisk
A,B,A,A,A,A,B,BC,C,BC,BC,A,AB,A,AB,HighRisk
A,D,BC,A,AB,AB,B,BC,C,C,D,A,BC,AB,C,HighRisk
A,AB,A,B,B,A,B,B,C,C,C,A,A,AB,B,HighRisk
A,BC,B,A,B,B,B,C,D,C,D,B,A,AB,B,HighRisk
A,D,AB,A,AB,B,C,C,C,BC,BC,A,AB,AB,B,HighRisk
A,C,C,B,BC,B,BC,C,D,D,D,AB,AB,AB,D,HighRisk
A,AB,A,B,B,C,AB,C,AB,BC,BC,B,B,A,BC,HighRisk
A,B,C,B,AB,AB,D,C,D,C,D,AB,AB,AB,D,HighRisk
A,BC,A,B,B,AB,BC,C,D,BC,D,A,AB,AB,BC,HighRisk
A,AB,A,AB,B,A,A,A,A,A,A,A,A,A,A,LowRisk
A,B,A,A,BC,B,AB,A,B,A,AB,AB,BC,B,AB,LowRisk
A,B,A,A,B,B,AB,AB,A,A,A,AB,B,A,B,LowRisk
AB,AB,B,AB,B,A,B,A,B,A,A,A,AB,A,A,LowRisk
A,B,A,AB,B,A,A,B,A,A,AB,A,BC,AB,B,LowRisk
AB,A,A,A,B,A,A,A,A,A,A,A,A,A,A,LowRisk
A,AB,A,A,A,A,AB,A,A,A,A,A,A,A,A,LowRisk
A,AB,A,A,AB,A,A,A,A,A,A,AB,A,A,A,LowRisk
A,A,A,A,B,A,B,A,A,A,A,AB,A,A,A,LowRisk
A,AB,A,B,B,B,A,A,A,A,AB,A,AB,AB,A,LowRisk
A,AB,A,A,AB,A,A,B,A,A,A,A,BC,A,AB,LowRisk
AB,AB,A,A,BC,A,AB,A,AB,A,AB,AB,BC,BC,A,LowRisk
B,BC,A,A,AB,A,AB,AB,A,A,A,A,AB,A,AB,LowRisk
A,AB,A,A,BC,A,A,A,AB,A,B,AB,B,A,A,LowRisk
A,AB,A,A,AB,A,AB,A,A,A,AB,A,B,A,A,LowRisk
A,B,BC,AB,BC,A,B,A,BC,AB,AB,BC,BC,A,A,LowRisk
AB,AB,A,A,AB,B,B,A,A,A,A,A,A,A,A,LowRisk
A,AB,A,A,BC,A,AB,AB,AB,AB,A,AB,BC,A,B,LowRisk
A,BC,A,B,A,A,A,A,BC,A,A,B,C,A,BC,LowRisk
AB,B,A,AB,B,A,A,B,AB,A,A,A,B,A,B,LowRisk
A,AB,A,A,AB,B,A,A,A,A,AB,A,B,A,A,LowRisk
A,AB,A,A,AB,A,AB,A,A,A,A,A,AB,A,AB,LowRisk
AB,AB,A,A,AB,A,A,A,A,A,A,AB,AB,A,A,LowRisk
A,AB,AB,B,BC,A,B,AB,AB,A,AB,A,BC,AB,AB,LowRisk
A,BC,AB,AB,A,B,AB,B,B,AB,A,A,C,AB,BC,LowRisk
A,B,AB,A,B,A,AB,B,BC,A,AB,A,B,A,A,LowRisk
A,B,A,AB,AB,A,A,BC,B,A,AB,AB,BC,AB,BC,LowRisk
A,BC,A,AB,AB,A,AB,AB,BC,A,AB,A,B,AB,B,LowRisk
A,AB,A,A,A,A,A,A,A,A,AB,A,A,A,A,LowRisk
A,AB,A,A,AB,A,A,AB,AB,A,AB,A,B,AB,AB,LowRisk
A,B,AB,AB,AB,A,A,A,B,A,AB,A,B,B,AB,LowRisk
A,A,A,A,A,A,A,A,AB,AB,A,AB,AB,A,A,LowRisk
A,AB,B,AB,B,A,B,A,D,A,AB,AB,B,AB,A,LowRisk
A,BC,AB,AB,AB,A,B,A,C,A,AB,A,BC,AB,AB,LowRisk
A,AB,AB,A,A,A,A,A,AB,A,A,A,AB,A,A,LowRisk
A,B,AB,A,AB,A,A,AB,B,BC,B,A,B,A,AB,LowRisk
A,AB,A,A,B,A,A,A,AB,A,B,A,B,A,AB,LowRisk
A,B,AB,AB,B,A,AB,A,C,AB,AB,B,B,A,A,LowRisk
A,B,B,AB,B,A,A,B,A,A,A,A,BC,AB,BC,LowRisk
A,AB,AB,A,A,A,A,A,AB,A,A,A,B,A,A,LowRisk
A,BC,A,A,A,A,A,AB,B,A,AB,A,B,A,B,LowRisk
AB,A,B,AB,AB,A,B,A,BC,AB,BC,AB,AB,A,A,LowRisk
A,AB,A,AB,A,A,A,AB,A,A,A,A,B,A,A,LowRisk
A,AB,A,A,A,A,A,A,A,A,A,A,AB,A,A,LowRisk
A,B,A,A,A,A,A,B,B,A,AB,A,BC,A,BC,LowRisk
A,AB,B,A,A,A,A,A,BC,A,A,A,AB,B,A,LowRisk
A,A,A,A,AB,A,AB,A,B,AB,AB,AB,B,A,B,LowRisk
A,AB,AB,A,AB,A,AB,A,BC,AB,AB,A,B,A,BC,LowRisk
A,B,A,A,AB,A,AB,A,AB,A,AB,A,B,A,B,LowRisk
A,B,A,AB,C,A,AB,B,AB,A,AB,A,B,A,B,LowRisk
A,B,A,A,A,A,A,BC,BC,A,AB,A,B,A,A,LowRisk
A,B,B,AB,B,A,AB,B,BC,A,AB,AB,AB,A,AB,LowRisk
A,AB,A,A,A,A,A,A,A,A,A,A,B,A,AB,LowRisk
A,AB,A,AB,AB,A,A,A,B,A,AB,AB,B,A,B,LowRisk
A,AB,B,A,AB,A,AB,A,B,AB,AB,A,B,AB,AB,LowRisk
A,B,A,A,A,A,A,AB,AB,A,A,A,BC,A,B,LowRisk
A,AB,BC,AB,AB,A,AB,A,C,A,AB,AB,B,A,A,LowRisk
A,AB,B,AB,B,A,B,A,BC,A,AB,AB,AB,A,AB,LowRisk
A,A,AB,B,A,A,B,A,AB,A,B,A,A,A,A,LowRisk
A,AB,A,A,A,A,B,AB,BC,AB,BC,A,A,AB,A,LowRisk
A,A,A,B,A,A,A,AB,A,A,A,A,A,A,A,LowRisk
A,A,A,A,A,A,A,AB,A,A,B,A,A,A,A,LowRisk
A,A,AB,A,B,A,BC,AB,C,B,B,A,A,A,A,LowRisk
A,B,A,A,B,A,B,BC,C,A,B,A,A,AB,A,LowRisk
A,A,A,A,AB,A,B,AB,AB,A,AB,A,A,AB,B,LowRisk
A,A,A,A,AB,AB,A,A,B,AB,B,A,A,A,AB,LowRisk
A,BC,A,A,AB,A,AB,BC,AB,B,BC,A,A,A,A,LowRisk
A,AB,AB,A,AB,A,AB,AB,B,B,B,A,AB,AB,AB,LowRisk
A,A,A,A,A,A,AB,AB,A,A,BC,A,A,A,A,LowRisk
A,B,AB,A,AB,A,B,BC,BC,BC,C,A,A,AB,AB,LowRisk
A,BC,A,A,A,A,A,AB,AB,B,C,A,B,A,B,LowRisk
A,A,A,A,A,A,AB,AB,AB,AB,B,A,A,A,A,LowRisk
A,A,A,B,AB,A,AB,AB,A,A,A,A,A,A,A,LowRisk
A,A,A,A,AB,AB,AB,AB,AB,A,B,A,A,A,A,LowRisk
A,B,AB,A,B,B,AB,B,B,BC,B,A,A,AB,B,LowRisk
A,A,AB,B,AB,A,AB,AB,AB,A,A,A,B,AB,A,LowRisk
A,A,A,A,A,A,A,AB,A,AB,AB,A,A,A,A,LowRisk
A,BC,A,A,A,A,BC,AB,B,B,C,A,AB,AB,B,LowRisk
A,AB,AB,B,A,A,A,B,A,A,B,A,A,A,A,LowRisk
A,A,AB,A,AB,A,AB,AB,B,AB,AB,A,A,A,A,LowRisk
A,A,A,A,B,A,B,AB,B,BC,A,A,A,A,AB,LowRisk
A,A,A,B,A,A,AB,AB,AB,AB,A,A,A,A,A,LowRisk
A,AB,A,B,B,A,B,AB,B,AB,BC,A,AB,A,AB,LowRisk
A,B,BC,B,A,A,A,B,BC,AB,BC,A,AB,AB,AB,LowRisk
A,AB,A,A,B,B,AB,AB,A,A,AB,A,B,A,A,MediumRisk
A,B,AB,AB,AB,A,AB,B,AB,A,AB,AB,BC,AB,C,MediumRisk
A,B,AB,B,AB,A,B,AB,B,A,AB,AB,BC,AB,A,MediumRisk
A,B,AB,A,AB,B,A,AB,B,B,A,AB,BC,AB,B,MediumRisk
A,AB,AB,AB,B,A,AB,AB,AB,A,AB,A,B,AB,B,MediumRisk
A,AB,A,A,A,A,A,AB,B,AB,AB,A,BC,A,B,MediumRisk
A,AB,A,A,AB,A,B,A,AB,A,A,A,B,A,B,MediumRisk
A,B,A,A,A,A,A,BC,AB,A,A,AB,BC,AB,BC,MediumRisk
A,B,A,B,AB,B,AB,AB,A,A,A,A,B,AB,B,MediumRisk
A,AB,B,A,BC,A,AB,A,AB,AB,A,B,BC,B,B,MediumRisk
A,AB,A,B,AB,A,A,AB,A,A,A,A,AB,A,A,MediumRisk
AB,AB,A,A,B,A,AB,A,AB,B,AB,B,B,A,B,MediumRisk
A,D,BC,B,AB,A,C,D,D,D,B,C,E,BC,D,MediumRisk
A,AB,A,A,B,A,A,A,A,AB,A,AB,C,A,B,MediumRisk
A,AB,A,A,AB,A,AB,A,A,AB,AB,B,B,A,B,MediumRisk
A,BC,A,AB,B,A,A,B,AB,AB,AB,A,AB,A,B,MediumRisk
A,AB,A,B,AB,B,A,AB,A,AB,AB,B,B,A,A,MediumRisk
A,AB,A,A,A,A,A,A,A,A,AB,A,AB,A,B,MediumRisk
A,C,A,A,B,B,AB,B,B,A,AB,A,C,A,B,MediumRisk
A,A,A,B,AB,A,AB,A,AB,B,A,AB,B,AB,A,MediumRisk
A,BC,A,B,B,B,AB,BC,BC,AB,A,B,B,AB,BC,MediumRisk
A,B,BC,B,B,B,B,A,B,A,AB,AB,BC,B,A,MediumRisk
B,BC,A,A,B,A,A,BC,AB,B,A,A,BC,A,C,MediumRisk
A,AB,AB,A,BC,A,AB,A,AB,A,AB,A,C,A,AB,MediumRisk
A,AB,A,A,A,A,A,A,A,A,A,A,AB,A,A,MediumRisk
A,AB,A,A,B,A,AB,A,AB,A,A,A,AB,A,A,MediumRisk
A,BC,AB,A,AB,A,A,AB,B,A,AB,B,BC,AB,B,MediumRisk
A,BC,A,B,A,A,A,AB,A,B,A,AB,AB,AB,A,MediumRisk
A,BC,B,B,BC,A,AB,AB,C,AB,AB,AB,C,AB,AB,MediumRisk
A,AB,A,AB,AB,A,AB,A,A,A,AB,A,BC,AB,A,MediumRisk
AB,B,AB,A,BC,A,B,B,B,AB,AB,B,C,AB,A,MediumRisk
A,B,A,A,A,A,AB,B,B,AB,A,B,B,A,B,MediumRisk
A,BC,B,B,AB,A,A,BC,B,AB,AB,B,B,B,BC,MediumRisk
AB,AB,A,A,B,A,A,A,AB,AB,A,AB,BC,A,A,MediumRisk
A,BC,AB,A,AB,A,B,AB,B,BC,A,AB,BC,AB,AB,MediumRisk
A,B,A,A,B,A,AB,A,BC,A,AB,B,BC,B,A,MediumRisk
A,BC,A,A,A,A,AB,B,AB,BC,B,AB,C,A,C,MediumRisk
A,A,A,AB,AB,B,AB,A,AB,AB,A,B,AB,A,B,MediumRisk
A,B,BC,BC,AB,A,B,B,BC,B,A,A,BC,BC,B,MediumRisk
A,B,B,AB,AB,A,A,B,AB,AB,A,B,BC,AB,B,MediumRisk
A,C,B,B,B,A,AB,C,C,AB,AB,B,C,B,C,MediumRisk
A,BC,A,A,AB,A,AB,A,B,A,A,AB,B,AB,A,MediumRisk
A,AB,B,AB,AB,A,AB,A,BC,A,A,A,B,AB,A,MediumRisk
A,B,A,B,AB,A,A,A,A,A,A,AB,B,A,AB,MediumRisk
A,BC,B,A,AB,A,AB,B,B,A,A,A,BC,AB,AB,MediumRisk
A,B,A,A,BC,B,AB,AB,A,A,A,A,B,AB,A,MediumRisk
A,C,B,C,AB,A,A,B,B,BC,A,B,AB,AB,BC,MediumRisk
A,BC,AB,AB,AB,A,A,B,BC,AB,A,A,BC,A,B,MediumRisk
A,B,A,AB,AB,B,A,AB,A,A,AB,A,BC,A,B,MediumRisk
AB,C,A,D,AB,A,AB,B,B,BC,A,B,C,A,C,MediumRisk
A,B,AB,AB,AB,A,AB,B,C,A,AB,AB,C,A,BC,MediumRisk
A,BC,AB,A,AB,A,A,B,AB,AB,AB,A,B,A,C,MediumRisk
A,C,AB,B,AB,A,AB,B,C,BC,BC,AB,BC,B,B,MediumRisk
A,B,A,A,A,A,AB,AB,AB,A,AB,A,B,A,BC,MediumRisk
A,AB,A,A,A,A,A,A,AB,AB,A,A,BC,A,B,MediumRisk
A,AB,AB,A,AB,A,AB,B,BC,A,B,A,B,AB,B,MediumRisk
A,C,C,A,B,A,BC,C,D,C,B,AB,BC,A,D,MediumRisk
A,B,B,B,B,A,AB,B,BC,AB,AB,A,BC,AB,BC,MediumRisk
A,BC,A,AB,A,A,A,B,AB,A,A,A,AB,B,BC,MediumRisk
A,B,AB,AB,B,A,AB,B,B,A,AB,A,BC,AB,C,MediumRisk
A,AB,A,A,AB,A,A,A,B,A,AB,A,BC,AB,A,MediumRisk
A,C,B,B,B,A,AB,BC,B,A,AB,A,BC,B,BC,MediumRisk
A,AB,AB,A,A,A,A,AB,A,A,A,A,AB,A,B,MediumRisk
A,AB,B,A,A,A,AB,B,BC,BC,BC,B,C,A,BC,MediumRisk
A,AB,A,A,AB,A,AB,B,B,A,AB,B,B,A,B,MediumRisk
A,B,A,A,B,A,A,B,B,A,AB,A,BC,AB,BC,MediumRisk
AB,B,A,A,AB,A,AB,A,B,A,AB,A,B,A,B,MediumRisk
A,B,AB,A,AB,A,A,AB,AB,AB,AB,B,AB,A,AB,MediumRisk
A,B,A,A,A,A,AB,A,A,A,AB,A,BC,A,B,MediumRisk
A,B,A,AB,AB,A,AB,AB,D,AB,AB,AB,BC,A,B,MediumRisk
AB,B,AB,A,B,A,B,B,B,AB,AB,A,BC,A,BC,MediumRisk
A,C,B,A,B,A,AB,BC,D,C,B,BC,BC,AB,C,MediumRisk
A,AB,AB,A,B,A,AB,B,D,BC,AB,AB,C,B,D,MediumRisk
A,B,A,AB,AB,A,A,AB,BC,A,AB,AB,B,A,B,MediumRisk
A,BC,AB,A,B,D,C,C,D,BC,BC,A,AB,AB,AB,MediumRisk
A,B,AB,A,A,A,B,B,B,B,BC,A,A,A,BC,MediumRisk
A,B,A,A,AB,A,A,C,C,BC,C,A,AB,AB,AB,MediumRisk
A,BC,AB,A,AB,AB,C,C,C,BC,D,A,AB,AB,AB,MediumRisk
A,BC,A,A,AB,A,AB,BC,D,C,C,A,AB,AB,BC,MediumRisk
A,AB,AB,A,A,AB,BC,C,B,AB,B,A,A,AB,A,MediumRisk
A,B,BC,B,B,A,A,BC,C,BC,BC,A,A,AB,AB,MediumRisk
A,B,AB,A,AB,A,A,BC,D,C,BC,A,AB,A,AB,MediumRisk
A,A,AB,A,BC,AB,A,B,BC,B,BC,A,B,AB,A,MediumRisk
A,AB,AB,A,B,AB,AB,AB,A,AB,BC,A,AB,AB,AB,MediumRisk
