AGB100,FIS100,IPB107,IPB108,IPB111,IPB112,KPM130,MAT100,BIO100,EKO100,IPB100,IPB106,KIM101,KOM201,MAT103,CLASS
A,D,C,D,B,B,C,D,D,C,AB,B,E,B,D,HighRisk
A,AB,A,A,A,A,A,A,A,A,AB,A,AB,A,B,LowRisk
A,AB,A,A,AB,A,A,B,A,A,A,A,BC,A,AB,LowRisk
A,C,A,A,B,B,AB,B,B,A,AB,A,C,A,B,LowRisk
A,A,A,B,AB,A,AB,A,AB,B,A,AB,B,AB,A,LowRisk
AB,C,A,B,B,A,B,C,BC,B,AB,C,C,AB,C,HighRisk
A,BC,A,B,B,B,AB,BC,BC,AB,A,B,B,AB,BC,LowRisk
A,B,BC,B,B,B,B,A,B,A,AB,AB,BC,B,A,LowRisk
B,BC,A,A,B,A,A,BC,AB,B,A,A,BC,A,C,LowRisk
AB,AB,A,A,BC,A,AB,A,AB,A,AB,AB,BC,BC,A,LowRisk
B,BC,A,A,AB,A,AB,AB,A,A,A,A,AB,A,AB,LowRisk
A,AB,A,A,BC,A,A,A,AB,A,B,AB,B,A,A,LowRisk
A,C,A,B,AB,A,A,B,A,A,A,A,BC,B,C,HighRisk
A,AB,AB,A,BC,A,AB,A,AB,A,AB,A,C,A,AB,LowRisk
A,AB,A,A,AB,A,AB,A,A,A,AB,A,B,A,A,LowRisk
B,C,BC,B,C,A,BC,D,D,C,B,C,D,BC,D,HighRisk
A,C,AB,B,AB,A,AB,C,C,C,A,B,D,AB,C,HighRisk
A,C,A,BC,B,A,AB,B,C,B,AB,BC,C,B,C,HighRisk
A,AB,A,A,A,A,A,A,A,A,A,A,AB,A,A,LowRisk
A,B,BC,AB,BC,A,B,A,BC,AB,AB,BC,BC,A,A,LowRisk
A,C,BC,AB,BC,B,BC,C,BC,C,B,BC,D,AB,D,HighRisk
A,AB,A,A,B,A,AB,A,AB,A,A,A,AB,A,A,LowRisk
A,BC,AB,A,AB,A,A,AB,B,A,AB,B,BC,AB,B,LowRisk
A,AB,AB,A,A,A,AB,BC,AB,C,AB,B,BC,AB,B,HighRisk
A,D,AB,A,BC,A,B,E,D,D,A,B,D,BC,D,HighRisk
A,BC,A,B,A,A,A,AB,A,B,A,AB,AB,AB,A,LowRisk
A,BC,B,B,BC,A,AB,AB,C,AB,AB,AB,C,AB,AB,LowRisk
A,AB,A,AB,AB,A,AB,A,A,A,AB,A,BC,AB,A,LowRisk
A,AB,A,B,AB,A,A,B,A,A,A,A,BC,A,BC,HighRisk
AB,B,AB,A,BC,A,B,B,B,AB,AB,B,C,AB,A,LowRisk
A,C,AB,AB,AB,A,AB,AB,B,B,A,A,C,AB,BC,HighRisk
AB,AB,A,A,AB,B,B,A,A,A,A,A,A,A,A,LowRisk
A,AB,A,A,BC,A,AB,AB,AB,AB,A,AB,BC,A,B,LowRisk
A,BC,A,B,A,A,A,A,BC,A,A,B,C,A,BC,LowRisk
A,B,A,A,A,A,AB,B,B,AB,A,B,B,A,B,LowRisk
AB,B,A,AB,B,A,A,B,AB,A,A,A,B,A,B,LowRisk
A,C,AB,A,BC,E,B,D,C,C,AB,B,C,B,D,HighRisk
A,BC,B,B,AB,A,A,BC,B,AB,AB,B,B,B,BC,LowRisk
AB,AB,A,A,B,A,A,A,AB,AB,A,AB,BC,A,A,LowRisk
A,C,A,AB,C,B,B,B,AB,BC,A,B,BC,AB,BC,HighRisk
A,BC,AB,A,AB,A,B,AB,B,BC,A,AB,BC,AB,AB,LowRisk
A,B,A,A,B,A,AB,A,BC,A,AB,B,BC,B,A,LowRisk
A,C,AB,B,AB,A,B,BC,BC,B,A,AB,C,BC,C,HighRisk
A,BC,A,A,A,A,AB,B,AB,BC,B,AB,C,A,C,LowRisk
A,A,A,AB,AB,B,AB,A,AB,AB,A,B,AB,A,B,LowRisk
A,B,BC,BC,AB,A,B,B,BC,B,A,A,BC,BC,B,LowRisk
A,BC,A,A,B,A,AB,BC,BC,C,AB,BC,C,AB,D,HighRisk
A,BC,BC,A,BC,A,B,BC,E,A,AB,B,D,BC,D,HighRisk
A,B,B,AB,AB,A,A,B,AB,AB,A,B,BC,AB,B,LowRisk
A,AB,A,A,AB,B,A,A,A,A,AB,A,B,A,A,LowRisk
A,C,B,B,B,A,AB,C,C,AB,AB,B,C,B,C,LowRisk
A,AB,A,A,AB,A,AB,A,A,A,A,A,AB,A,AB,LowRisk
A,BC,A,A,AB,A,AB,A,B,A,A,AB,B,AB,A,LowRisk
A,AB,B,AB,AB,A,AB,A,BC,A,A,A,B,AB,A,LowRisk
AB,AB,A,A,AB,A,A,A,A,A,A,AB,AB,A,A,LowRisk
A,AB,AB,B,BC,A,B,AB,AB,A,AB,A,BC,AB,AB,LowRisk
A,B,A,B,AB,A,A,A,A,A,A,AB,B,A,AB,LowRisk
A,BC,B,A,AB,A,AB,B,B,A,A,A,BC,AB,AB,LowRisk
A,C,AB,BC,B,A,AB,C,C,A,AB,AB,BC,BC,BC,HighRisk
A,B,A,A,BC,B,AB,AB,A,A,A,A,B,AB,A,LowRisk
A,C,B,C,AB,A,A,B,B,BC,A,B,AB,AB,BC,LowRisk
A,BC,AB,AB,AB,A,A,B,BC,AB,A,A,BC,A,B,LowRisk
A,B,A,AB,AB,B,A,AB,A,A,AB,A,BC,A,B,LowRisk
A,BC,AB,AB,A,B,AB,B,B,AB,A,A,C,AB,BC,LowRisk
AB,C,A,D,AB,A,AB,B,B,BC,A,B,C,A,C,LowRisk
A,B,AB,A,B,A,AB,B,BC,A,AB,A,B,A,A,LowRisk
A,B,A,AB,AB,A,A,BC,B,A,AB,AB,BC,AB,BC,LowRisk
A,B,AB,AB,AB,A,AB,B,C,A,AB,AB,C,A,BC,LowRisk
A,BC,A,AB,AB,A,AB,AB,BC,A,AB,A,B,AB,B,LowRisk
A,BC,AB,A,AB,A,A,B,AB,AB,AB,A,B,A,C,LowRisk
A,AB,A,A,A,A,A,A,A,A,AB,A,A,A,A,LowRisk
A,B,AB,B,AB,A,AB,A,C,A,B,A,B,BC,B,HighRisk
A,C,AB,B,AB,A,AB,B,C,BC,BC,AB,BC,B,B,LowRisk
A,D,BC,B,B,A,B,BC,D,BC,BC,B,C,BC,D,HighRisk
A,C,B,B,B,A,B,AB,D,C,B,AB,D,B,C,HighRisk
A,C,BC,A,A,A,B,C,D,D,AB,AB,D,A,D,HighRisk
A,C,C,A,AB,A,AB,B,C,AB,A,A,BC,B,BC,HighRisk
A,B,A,A,A,A,AB,AB,AB,A,AB,A,B,A,BC,LowRisk
A,C,A,AB,B,A,B,A,C,AB,AB,A,BC,A,D,HighRisk
A,C,AB,A,AB,A,A,C,D,C,B,B,BC,AB,BC,HighRisk
A,AB,A,A,A,A,A,A,AB,AB,A,A,BC,A,B,LowRisk
A,AB,AB,A,AB,A,AB,B,BC,A,B,A,B,AB,B,LowRisk
A,D,BC,A,B,A,AB,B,D,BC,AB,AB,C,B,BC,HighRisk
A,AB,A,A,AB,A,A,AB,AB,A,AB,A,B,AB,AB,LowRisk
A,C,AB,A,AB,B,AB,C,BC,C,AB,AB,BC,AB,C,HighRisk
A,C,BC,C,BC,A,BC,D,D,D,B,C,D,BC,D,HighRisk
A,C,AB,B,AB,A,A,C,D,BC,AB,AB,C,A,D,HighRisk
A,C,C,A,B,A,BC,C,D,C,B,AB,BC,A,D,LowRisk
A,B,AB,AB,AB,A,A,B,BC,A,AB,A,BC,A,D,HighRisk
A,B,AB,AB,AB,A,A,A,B,A,AB,A,B,B,AB,LowRisk
A,A,A,A,A,A,A,A,AB,AB,A,AB,AB,A,A,LowRisk
A,AB,B,AB,B,A,B,A,D,A,AB,AB,B,AB,A,LowRisk
A,BC,AB,AB,AB,A,B,A,C,A,AB,A,BC,AB,AB,LowRisk
A,AB,AB,A,A,A,A,A,AB,A,A,A,AB,A,A,LowRisk
A,C,BC,A,B,A,AB,D,D,D,B,B,D,AB,D,HighRisk
A,C,B,B,B,A,B,C,C,B,B,B,D,B,D,HighRisk
A,B,AB,A,AB,A,A,AB,B,BC,B,A,B,A,AB,LowRisk
A,AB,BC,B,BC,A,BC,B,C,C,B,A,C,B,BC,HighRisk
A,C,AB,A,B,A,BC,C,D,D,B,A,C,A,D,HighRisk
A,AB,A,A,B,A,A,A,AB,A,B,A,B,A,AB,LowRisk
A,B,B,B,B,A,AB,B,BC,AB,AB,A,BC,AB,BC,LowRisk
A,B,AB,AB,B,A,AB,A,C,AB,AB,B,B,A,A,LowRisk
A,B,B,AB,B,A,A,B,A,A,A,A,BC,AB,BC,LowRisk
A,C,A,A,A,A,AB,BC,B,B,AB,B,BC,B,BC,HighRisk
A,C,D,B,BC,A,BC,C,D,D,AB,B,D,BC,D,HighRisk
A,AB,AB,A,A,A,A,A,AB,A,A,A,B,A,A,LowRisk
A,BC,A,A,A,A,A,AB,B,A,AB,A,B,A,B,LowRisk
A,C,C,BC,B,A,BC,D,D,BC,B,BC,C,B,D,HighRisk
A,BC,A,AB,A,A,A,B,AB,A,A,A,AB,B,BC,LowRisk
A,C,B,BC,B,A,B,BC,D,B,A,AB,BC,BC,C,HighRisk
A,B,AB,AB,B,A,AB,B,B,A,AB,A,BC,AB,C,LowRisk
A,B,AB,B,A,A,AB,AB,B,AB,A,A,B,B,BC,HighRisk
AB,A,B,AB,AB,A,B,A,BC,AB,BC,AB,AB,A,A,LowRisk
A,AB,A,AB,A,A,A,AB,A,A,A,A,B,A,A,LowRisk
A,D,C,BC,C,A,BC,BC,D,C,B,B,C,BC,D,HighRisk
A,AB,A,A,AB,A,A,A,B,A,AB,A,BC,AB,A,LowRisk
A,AB,A,A,A,A,A,A,A,A,A,A,AB,A,A,LowRisk
A,C,BC,B,AB,A,B,C,D,BC,AB,BC,C,B,C,HighRisk
A,B,A,A,A,A,A,B,B,A,AB,A,BC,A,BC,LowRisk
A,AB,B,A,A,A,A,A,BC,A,A,A,AB,B,A,LowRisk
A,C,B,C,AB,A,BC,D,D,C,B,BC,C,B,D,HighRisk
A,A,A,A,AB,A,AB,A,B,AB,AB,AB,B,A,B,LowRisk
A,AB,AB,A,AB,A,AB,A,BC,AB,AB,A,B,A,BC,LowRisk
A,C,B,B,B,A,AB,BC,B,A,AB,A,BC,B,BC,LowRisk
A,AB,AB,A,A,A,A,AB,A,A,A,A,AB,A,B,LowRisk
A,B,A,A,AB,A,AB,A,AB,A,AB,A,B,A,B,LowRisk
A,AB,B,A,A,A,AB,B,BC,BC,BC,B,C,A,BC,LowRisk
A,BC,AB,AB,AB,A,B,B,AB,A,A,A,B,AB,BC,HighRisk
A,C,A,AB,AB,A,A,BC,B,AB,AB,AB,BC,B,BC,HighRisk
A,AB,A,A,AB,A,AB,B,B,A,AB,B,B,A,B,LowRisk
A,C,BC,BC,AB,A,BC,C,C,C,B,BC,C,B,D,HighRisk
A,B,A,A,B,A,A,B,B,A,AB,A,BC,AB,BC,LowRisk
A,BC,B,A,AB,A,B,C,BC,BC,AB,B,BC,AB,C,HighRisk
AB,B,A,A,AB,A,AB,A,B,A,AB,A,B,A,B,LowRisk
A,B,A,AB,C,A,AB,B,AB,A,AB,A,B,A,B,LowRisk
A,B,A,A,A,A,A,BC,BC,A,AB,A,B,A,A,LowRisk
A,B,B,AB,B,A,AB,B,BC,A,AB,AB,AB,A,AB,LowRisk
A,B,AB,A,AB,A,A,AB,AB,AB,AB,B,AB,A,AB,LowRisk
A,B,A,A,A,A,AB,A,A,A,AB,A,BC,A,B,LowRisk
A,AB,A,A,A,A,A,A,A,A,A,A,B,A,AB,LowRisk
A,B,A,AB,AB,A,AB,AB,D,AB,AB,AB,BC,A,B,LowRisk
A,C,B,A,A,A,AB,C,D,D,AB,B,C,AB,D,HighRisk
AB,B,AB,A,B,A,B,B,B,AB,AB,A,BC,A,BC,LowRisk
A,AB,A,AB,AB,A,A,A,B,A,AB,AB,B,A,B,LowRisk
A,C,B,A,B,A,AB,BC,D,C,B,BC,BC,AB,C,LowRisk
A,C,B,B,B,A,BC,BC,AB,BC,AB,B,C,B,BC,HighRisk
A,BC,A,B,A,A,AB,BC,D,B,AB,A,C,A,D,HighRisk
A,AB,B,A,AB,A,AB,A,B,AB,AB,A,B,AB,AB,LowRisk
A,BC,AB,A,AB,A,B,BC,BC,BC,AB,AB,C,AB,D,HighRisk
A,B,A,A,A,A,A,AB,AB,A,A,A,BC,A,B,LowRisk
B,BC,AB,A,B,B,B,C,BC,D,AB,B,C,A,D,HighRisk
A,B,A,AB,AB,B,AB,B,B,AB,AB,A,BC,A,C,HighRisk
A,D,BC,BC,BC,A,BC,C,D,D,B,B,C,B,D,HighRisk
A,C,BC,A,B,A,B,BC,D,E,AB,AB,D,C,C,HighRisk
A,C,BC,B,BC,A,BC,C,D,C,AB,B,BC,AB,D,HighRisk
A,AB,BC,AB,AB,A,AB,A,C,A,AB,AB,B,A,A,LowRisk
A,AB,AB,A,B,A,AB,B,D,BC,AB,AB,C,B,D,LowRisk
A,AB,B,AB,B,A,B,A,BC,A,AB,AB,AB,A,AB,LowRisk
A,B,A,AB,AB,A,A,AB,BC,A,AB,AB,B,A,B,LowRisk
A,BC,AB,A,B,D,C,C,D,BC,BC,A,AB,AB,AB,LowRisk
A,B,AB,A,A,A,B,B,B,B,BC,A,A,A,BC,LowRisk
A,BC,B,A,B,A,C,B,D,BC,C,AB,AB,AB,C,HighRisk
A,B,A,A,AB,A,A,C,C,BC,C,A,AB,AB,AB,LowRisk
A,D,B,A,A,A,C,C,BC,BC,D,AB,A,AB,BC,HighRisk
A,B,A,A,A,A,B,BC,C,BC,BC,A,AB,A,AB,HighRisk
A,BC,AB,A,AB,AB,C,C,C,BC,D,A,AB,AB,AB,LowRisk
A,A,AB,B,A,A,B,A,AB,A,B,A,A,A,A,LowRisk
A,D,BC,A,AB,AB,B,BC,C,C,D,A,BC,AB,C,HighRisk
A,BC,A,A,AB,A,AB,BC,D,C,C,A,AB,AB,BC,LowRisk
A,AB,A,B,B,A,B,B,C,C,C,A,A,AB,B,HighRisk
A,AB,AB,A,A,AB,BC,C,B,AB,B,A,A,AB,A,LowRisk
A,BC,B,A,B,B,B,C,D,C,D,B,A,AB,B,HighRisk
A,B,BC,B,B,A,A,BC,C,BC,BC,A,A,AB,AB,LowRisk
A,AB,A,A,A,A,B,AB,BC,AB,BC,A,A,AB,A,LowRisk
A,B,AB,A,AB,A,A,BC,D,C,BC,A,AB,A,AB,LowRisk
A,A,AB,A,BC,AB,A,B,BC,B,BC,A,B,AB,A,LowRisk
A,A,A,B,A,A,A,AB,A,A,A,A,A,A,A,LowRisk
A,AB,AB,A,B,AB,AB,AB,A,AB,BC,A,AB,AB,AB,LowRisk
A,BC,B,A,AB,AB,B,C,BC,BC,D,A,AB,AB,B,LowRisk
A,A,A,A,A,A,A,AB,A,A,B,A,A,A,A,LowRisk
A,AB,AB,B,A,A,AB,B,B,AB,BC,A,A,B,AB,LowRisk
A,A,AB,A,B,A,BC,AB,C,B,B,A,A,A,A,LowRisk
A,A,A,B,AB,A,AB,B,BC,A,A,AB,A,AB,A,LowRisk
A,AB,A,A,AB,AB,BC,B,BC,BC,BC,A,A,A,AB,LowRisk
A,B,A,A,B,A,B,BC,C,A,B,A,A,AB,A,LowRisk
A,D,AB,A,AB,B,C,C,C,BC,BC,A,AB,AB,B,HighRisk
A,B,AB,A,AB,B,B,B,D,BC,BC,A,AB,B,B,LowRisk
A,A,A,A,AB,A,B,AB,AB,A,AB,A,A,AB,B,LowRisk
A,C,C,B,BC,B,BC,C,D,D,D,AB,AB,AB,D,HighRisk
A,AB,A,B,B,C,AB,C,AB,BC,BC,B,B,A,BC,HighRisk
A,A,A,A,AB,AB,A,A,B,AB,B,A,A,A,AB,LowRisk
A,BC,A,A,AB,A,AB,BC,AB,B,BC,A,A,A,A,LowRisk
A,BC,AB,A,AB,AB,BC,C,D,C,C,A,AB,AB,B,LowRisk
A,BC,A,A,B,B,BC,BC,BC,BC,BC,A,AB,AB,AB,LowRisk
A,B,AB,A,AB,BC,BC,C,C,BC,BC,AB,AB,AB,AB,LowRisk
A,B,C,B,AB,AB,D,C,D,C,D,AB,AB,AB,D,HighRisk
A,BC,A,B,B,AB,BC,C,D,BC,D,A,AB,AB,BC,HighRisk
A,B,AB,A,BC,A,AB,BC,BC,BC,C,A,A,A,BC,LowRisk
A,AB,AB,A,AB,A,AB,AB,B,B,B,A,AB,AB,AB,LowRisk
A,B,B,B,A,A,C,BC,C,B,C,A,A,A,A,HighRisk
A,BC,BC,A,B,B,B,C,D,C,D,AB,A,B,A,HighRisk
A,A,A,A,A,A,AB,AB,A,A,BC,A,A,A,A,LowRisk
A,B,AB,A,AB,A,B,BC,BC,BC,C,A,A,AB,AB,LowRisk
A,C,A,A,AB,C,B,C,C,C,D,AB,B,A,B,HighRisk
A,B,AB,A,AB,AB,B,B,BC,B,C,A,B,AB,B,HighRisk
A,AB,A,A,AB,A,A,C,B,B,BC,A,A,A,AB,LowRisk
A,C,BC,A,B,AB,A,C,D,BC,D,AB,AB,AB,C,HighRisk
A,C,B,A,AB,B,C,C,D,C,D,A,B,AB,D,HighRisk
A,BC,A,A,A,A,A,AB,AB,B,C,A,B,A,B,LowRisk
A,BC,A,A,BC,A,B,C,BC,C,BC,A,AB,AB,BC,LowRisk
A,BC,AB,A,B,B,BC,C,C,BC,D,A,A,A,B,HighRisk
A,BC,B,B,AB,B,BC,C,D,BC,D,B,A,A,B,HighRisk
A,A,A,A,A,A,AB,AB,AB,AB,B,A,A,A,A,LowRisk
A,A,A,B,AB,A,AB,AB,A,A,A,A,A,A,A,LowRisk
A,A,A,A,AB,AB,AB,AB,AB,A,B,A,A,A,A,LowRisk
A,B,AB,A,B,B,AB,B,B,BC,B,A,A,AB,B,LowRisk
A,C,C,A,AB,A,BC,BC,D,BC,D,AB,A,AB,C,HighRisk
A,A,AB,B,AB,A,AB,AB,AB,A,A,A,B,AB,A,LowRisk
A,B,AB,A,AB,A,BC,C,B,BC,C,A,A,AB,AB,LowRisk
A,A,AB,A,AB,A,AB,B,C,BC,B,A,A,AB,AB,LowRisk
A,B,A,A,A,A,A,AB,BC,BC,C,A,A,A,B,LowRisk
A,A,A,A,A,A,A,AB,A,AB,AB,A,A,A,A,LowRisk
A,BC,A,A,A,A,B,C,BC,BC,C,A,A,AB,A,LowRisk
A,BC,A,A,A,A,BC,AB,B,B,C,A,AB,AB,B,LowRisk
A,B,B,A,B,A,AB,BC,BC,BC,BC,A,AB,B,A,HighRisk
A,AB,AB,B,A,A,A,B,A,A,B,A,A,A,A,LowRisk
A,A,AB,A,AB,A,AB,AB,B,AB,AB,A,A,A,A,LowRisk
A,B,A,A,AB,A,BC,BC,BC,B,D,AB,AB,AB,AB,LowRisk
A,BC,AB,B,AB,AB,AB,C,BC,BC,D,A,A,A,A,LowRisk
A,D,BC,B,B,A,BC,C,D,C,D,A,B,AB,BC,HighRisk
A,A,AB,A,A,A,A,B,AB,AB,B,A,A,AB,AB,LowRisk
A,BC,B,A,AB,AB,B,BC,BC,B,C,A,AB,B,A,LowRisk
A,C,AB,A,AB,A,C,BC,C,C,D,AB,B,AB,BC,HighRisk
A,BC,AB,A,AB,A,BC,BC,C,B,BC,A,AB,A,AB,LowRisk
B,C,B,A,AB,AB,B,C,BC,BC,C,A,AB,AB,AB,LowRisk
A,A,A,A,B,A,B,AB,B,BC,A,A,A,A,AB,LowRisk
A,B,C,B,AB,AB,D,AB,BC,B,BC,AB,A,AB,B,LowRisk
A,AB,AB,A,AB,A,B,AB,C,AB,BC,AB,AB,A,AB,LowRisk
A,BC,A,A,AB,A,B,BC,B,B,BC,A,A,A,C,LowRisk
A,A,A,B,A,A,AB,AB,AB,AB,A,A,A,A,A,LowRisk
A,A,AB,B,AB,A,BC,AB,BC,BC,AB,A,A,AB,AB,LowRisk
A,AB,A,B,B,A,B,AB,B,AB,BC,A,AB,A,AB,LowRisk
A,B,BC,B,A,A,A,B,BC,AB,BC,A,AB,AB,AB,LowRisk
A,BC,AB,A,AB,B,AB,C,BC,BC,D,AB,A,AB,A,LowRisk
A,BC,A,A,B,B,BC,C,C,BC,C,AB,BC,A,B,HighRisk
AB,E,B,A,B,C,C,D,E,D,D,AB,BC,B,C,HighRisk
A,B,AB,A,B,AB,A,C,D,C,C,A,B,A,A,HighRisk
