"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"263","A","BC","B","A","AB","A","AB","B","B","A","A","A","BC","AB","AB","MediumRisk"
"260","A","BC","A","A","AB","A","AB","A","B","A","A","AB","B","AB","A","MediumRisk"
"42","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"31","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"155","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"81","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","HighRisk"
"250","A","B","A","A","A","A","AB","B","B","AB","A","B","B","A","B","MediumRisk"
"279","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","MediumRisk"
"283","A","AB","A","A","AB","A","AB","B","B","A","AB","B","B","A","B","MediumRisk"
"181","A","A","A","A","A","A","AB","AB","AB","AB","B","A","A","A","A","LowRisk"
"22","A","C","A","B","AB","A","A","B","A","A","A","A","BC","B","C","HighRisk"
"107","A","C","C","A","AB","A","BC","BC","D","BC","D","AB","A","AB","C","HighRisk"
"117","A","AB","A","A","AB","A","A","A","A","A","A","AB","A","A","A","LowRisk"
"137","A","BC","A","AB","AB","A","AB","AB","BC","A","AB","A","B","AB","B","LowRisk"
"76","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","HighRisk"
"110","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"302","A","AB","AB","A","B","AB","AB","AB","A","AB","BC","A","AB","AB","AB","MediumRisk"
"108","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"198","A","A","A","A","A","A","A","AB","A","A","B","A","A","A","A","LowRisk"
"203","A","AB","AB","A","AB","A","AB","AB","B","B","B","A","AB","AB","AB","LowRisk"
"134","A","BC","AB","AB","A","B","AB","B","B","AB","A","A","C","AB","BC","LowRisk"
"90","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"313","A","BC","A","A","BC","A","B","C","BC","C","BC","A","AB","AB","BC","MediumRisk"
"291","A","AB","AB","A","B","A","AB","B","D","BC","AB","AB","C","B","D","MediumRisk"
"312","A","AB","A","A","AB","A","A","C","B","B","BC","A","A","A","AB","MediumRisk"
"310","A","B","AB","A","AB","BC","BC","C","C","BC","BC","AB","AB","AB","AB","MediumRisk"
"217","A","B","A","A","AB","A","AB","A","AB","A","AB","A","B","A","B","LowRisk"
"308","A","BC","AB","A","AB","AB","BC","C","D","C","C","A","AB","AB","B","MediumRisk"
"237","A","C","A","A","B","B","AB","B","B","A","AB","A","C","A","B","MediumRisk"
"116","A","AB","A","A","A","A","AB","A","A","A","A","A","A","A","A","LowRisk"
"201","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"276","A","B","B","B","B","A","AB","B","BC","AB","AB","A","BC","AB","BC","MediumRisk"
"85","A","B","B","B","A","A","C","BC","C","B","C","A","A","A","A","HighRisk"
"135","A","B","AB","A","B","A","AB","B","BC","A","AB","A","B","A","A","LowRisk"
"216","A","AB","A","A","B","A","A","A","AB","A","B","A","B","A","AB","LowRisk"
"64","A","BC","B","A","AB","A","B","C","BC","BC","AB","B","BC","AB","C","HighRisk"
"45","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","HighRisk"
"226","A","B","A","A","A","A","A","BC","AB","A","A","AB","BC","AB","BC","MediumRisk"
"317","A","B","A","A","AB","A","BC","BC","BC","B","D","AB","AB","AB","AB","MediumRisk"
"278","A","B","AB","AB","B","A","AB","B","B","A","AB","A","BC","AB","C","MediumRisk"
"19","A","C","A","AB","B","A","AB","BC","B","B","AB","AB","C","AB","BC","HighRisk"
"29","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"227","A","B","A","B","AB","B","AB","AB","A","A","A","A","B","AB","B","MediumRisk"
"122","B","BC","A","A","AB","A","AB","AB","A","A","A","A","AB","A","AB","LowRisk"
"175","A","A","A","A","AB","AB","A","A","B","AB","B","A","A","A","AB","LowRisk"
"132","AB","AB","A","A","AB","A","A","A","A","A","A","AB","AB","A","A","LowRisk"
"143","A","BC","AB","AB","AB","A","B","A","C","A","AB","A","BC","AB","AB","LowRisk"
"296","A","BC","AB","A","AB","AB","C","C","C","BC","D","A","AB","AB","AB","MediumRisk"
"127","A","AB","A","A","BC","A","AB","AB","AB","AB","A","AB","BC","A","B","LowRisk"
"157","A","AB","AB","A","AB","A","AB","A","BC","AB","AB","A","B","A","BC","LowRisk"
"150","A","BC","A","A","A","A","A","AB","B","A","AB","A","B","A","B","LowRisk"
"186","A","A","A","A","A","A","A","AB","A","AB","AB","A","A","A","A","LowRisk"
"83","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"59","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"311","A","B","AB","A","BC","A","AB","BC","BC","BC","C","A","A","A","BC","MediumRisk"
"2","B","BC","B","B","B","A","AB","B","BC","B","A","AB","D","A","C","HighRisk"
"307","A","B","AB","A","AB","B","B","B","D","BC","BC","A","AB","B","B","MediumRisk"
"236","A","AB","A","A","A","A","A","A","A","A","AB","A","AB","A","B","MediumRisk"
"43","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"232","A","AB","A","A","B","A","A","A","A","AB","A","AB","C","A","B","MediumRisk"
"240","A","B","BC","B","B","B","B","A","B","A","AB","AB","BC","B","A","MediumRisk"
"231","A","D","BC","B","AB","A","C","D","D","D","B","C","E","BC","D","MediumRisk"
"280","A","C","B","B","B","A","AB","BC","B","A","AB","A","BC","B","BC","MediumRisk"
"190","A","A","A","A","B","A","B","AB","B","BC","A","A","A","A","AB","LowRisk"
"249","AB","B","AB","A","BC","A","B","B","B","AB","AB","B","C","AB","A","MediumRisk"
"68","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"255","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","MediumRisk"
"20","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","HighRisk"
"305","A","A","A","B","AB","A","AB","B","BC","A","A","AB","A","AB","A","MediumRisk"
"98","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"37","A","B","AB","B","AB","A","AB","A","C","A","B","A","B","BC","B","HighRisk"
"224","A","AB","A","A","A","A","A","AB","B","AB","AB","A","BC","A","B","MediumRisk"
"321","A","BC","AB","A","AB","A","BC","BC","C","B","BC","A","AB","A","AB","MediumRisk"
"84","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"187","A","BC","A","A","A","A","BC","AB","B","B","C","A","AB","AB","B","LowRisk"
"223","A","AB","AB","AB","B","A","AB","AB","AB","A","AB","A","B","AB","B","MediumRisk"
"62","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","HighRisk"
"58","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"299","A","B","BC","B","B","A","A","BC","C","BC","BC","A","A","AB","AB","MediumRisk"
"120","A","AB","A","A","AB","A","A","B","A","A","A","A","BC","A","AB","LowRisk"
"36","A","C","AB","BC","B","A","AB","C","C","A","AB","AB","BC","BC","BC","HighRisk"
"259","A","C","B","B","B","A","AB","C","C","AB","AB","B","C","B","C","MediumRisk"
"269","A","B","AB","AB","AB","A","AB","B","C","A","AB","AB","C","A","BC","MediumRisk"
"99","AB","E","B","A","B","C","C","D","E","D","D","AB","BC","B","C","HighRisk"
"202","A","AB","B","A","AB","A","AB","A","B","AB","AB","A","B","AB","AB","LowRisk"
"275","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","MediumRisk"
"115","AB","A","A","A","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"245","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","MediumRisk"
"94","A","B","A","A","A","A","A","AB","BC","BC","C","A","A","A","B","HighRisk"
"272","A","B","A","A","A","A","AB","AB","AB","A","AB","A","B","A","BC","MediumRisk"
"80","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"267","A","B","A","AB","AB","B","A","AB","A","A","AB","A","BC","A","B","MediumRisk"
"256","A","A","A","AB","AB","B","AB","A","AB","AB","A","B","AB","A","B","MediumRisk"
"124","A","AB","A","A","AB","A","AB","A","A","A","AB","A","B","A","A","LowRisk"
"46","A","C","BC","C","BC","A","BC","D","D","D","B","C","D","BC","D","HighRisk"
"153","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"39","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","HighRisk"
"208","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"69","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"38","A","D","BC","B","B","A","B","BC","D","BC","BC","B","C","BC","D","HighRisk"
"177","A","AB","AB","A","AB","A","AB","AB","B","B","B","A","AB","AB","AB","LowRisk"
"192","A","AB","A","B","B","A","B","AB","B","AB","BC","A","AB","A","AB","LowRisk"
"125","A","B","BC","AB","BC","A","B","A","BC","AB","AB","BC","BC","A","A","LowRisk"
"141","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"300","A","B","AB","A","AB","A","A","BC","D","C","BC","A","AB","A","AB","MediumRisk"
"183","A","A","A","A","AB","AB","AB","AB","AB","A","B","A","A","A","A","LowRisk"
"167","A","AB","B","AB","B","A","B","A","BC","A","AB","AB","AB","A","AB","LowRisk"
"138","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"301","A","A","AB","A","BC","AB","A","B","BC","B","BC","A","B","AB","A","MediumRisk"
"54","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","HighRisk"
"86","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"173","A","B","A","A","B","A","B","BC","C","A","B","A","A","AB","A","LowRisk"
"74","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","HighRisk"
"210","A","AB","A","A","AB","A","A","A","A","A","A","AB","A","A","A","LowRisk"
"197","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"169","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"205","A","A","A","B","A","A","A","AB","A","A","A","A","A","A","A","LowRisk"
"50","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"246","A","BC","A","B","A","A","A","AB","A","B","A","AB","AB","AB","A","MediumRisk"
"270","A","BC","AB","A","AB","A","A","B","AB","AB","AB","A","B","A","C","MediumRisk"
"271","A","C","AB","B","AB","A","AB","B","C","BC","BC","AB","BC","B","B","MediumRisk"
"21","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"320","A","BC","B","A","AB","AB","B","BC","BC","B","C","A","AB","B","A","MediumRisk"
"151","AB","A","B","AB","AB","A","B","A","BC","AB","BC","AB","AB","A","A","LowRisk"
"30","A","C","AB","AB","AB","A","AB","AB","B","B","A","A","C","AB","BC","HighRisk"
"243","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","MediumRisk"
"189","A","A","AB","A","AB","A","AB","AB","B","AB","AB","A","A","A","A","LowRisk"
"6","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"79","A","BC","B","A","B","B","B","C","D","C","D","B","A","AB","B","HighRisk"
"282","A","AB","B","A","A","A","AB","B","BC","BC","BC","B","C","A","BC","MediumRisk"
"253","A","BC","AB","A","AB","A","B","AB","B","BC","A","AB","BC","AB","AB","MediumRisk"
"219","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","MediumRisk"
"100","A","B","AB","A","B","AB","A","C","D","C","C","A","B","A","A","HighRisk"
"139","A","AB","A","A","AB","A","A","AB","AB","A","AB","A","B","AB","AB","LowRisk"
"265","A","C","B","C","AB","A","A","B","B","BC","A","B","AB","AB","BC","MediumRisk"
"258","A","B","B","AB","AB","A","A","B","AB","AB","A","B","BC","AB","B","MediumRisk"
"72","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"113","AB","AB","B","AB","B","A","B","A","B","A","A","A","AB","A","A","LowRisk"
"297","A","BC","A","A","AB","A","AB","BC","D","C","C","A","AB","AB","BC","MediumRisk"
"49","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","HighRisk"
"228","A","AB","B","A","BC","A","AB","A","AB","AB","A","B","BC","B","B","MediumRisk"
"70","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","HighRisk"
"166","A","AB","BC","AB","AB","A","AB","A","C","A","AB","AB","B","A","A","LowRisk"
"136","A","B","A","AB","AB","A","A","BC","B","A","AB","AB","BC","AB","BC","LowRisk"
"247","A","BC","B","B","BC","A","AB","AB","C","AB","AB","AB","C","AB","AB","MediumRisk"
"142","A","AB","B","AB","B","A","B","A","D","A","AB","AB","B","AB","A","LowRisk"
"160","A","B","A","A","A","A","A","BC","BC","A","AB","A","B","A","A","LowRisk"
"262","A","B","A","B","AB","A","A","A","A","A","A","AB","B","A","AB","MediumRisk"
"147","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
"185","A","A","AB","B","AB","A","AB","AB","AB","A","A","A","B","AB","A","LowRisk"
"211","A","A","A","A","A","A","AB","AB","A","A","BC","A","A","A","A","LowRisk"
"209","A","AB","A","A","A","A","AB","A","A","A","A","A","A","A","A","LowRisk"
"254","A","B","A","A","B","A","AB","A","BC","A","AB","B","BC","B","A","MediumRisk"
"4","A","BC","BC","BC","AB","B","A","BC","C","C","AB","C","C","BC","D","HighRisk"
"9","A","C","B","C","B","A","BC","D","C","C","AB","BC","D","BC","D","HighRisk"
"242","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","MediumRisk"
"264","A","B","A","A","BC","B","AB","AB","A","A","A","A","B","AB","A","MediumRisk"
"104","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"24","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","HighRisk"
"55","A","C","C","BC","B","A","BC","D","D","BC","B","BC","C","B","D","HighRisk"
"32","A","C","A","AB","C","B","B","B","AB","BC","A","B","BC","AB","BC","HighRisk"
"195","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"7","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","HighRisk"
"91","A","BC","AB","A","B","B","BC","C","C","BC","D","A","A","A","B","HighRisk"
"10","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","HighRisk"
"3","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"325","A","BC","A","A","AB","A","B","BC","B","B","BC","A","A","A","C","MediumRisk"
"174","A","A","A","A","AB","A","B","AB","AB","A","AB","A","A","AB","B","LowRisk"
"65","A","C","B","A","A","A","AB","C","D","D","AB","B","C","AB","D","HighRisk"
"53","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","HighRisk"
"188","A","AB","AB","B","A","A","A","B","A","A","B","A","A","A","A","LowRisk"
"319","A","A","AB","A","A","A","A","B","AB","AB","B","A","A","AB","AB","MediumRisk"
"244","A","AB","A","A","B","A","AB","A","AB","A","A","A","AB","A","A","MediumRisk"
"327","A","BC","AB","A","AB","B","AB","C","BC","BC","D","AB","A","AB","A","MediumRisk"
"163","A","AB","A","AB","AB","A","A","A","B","A","AB","AB","B","A","B","LowRisk"
"93","A","C","C","A","AB","A","BC","BC","D","BC","D","AB","A","AB","C","HighRisk"
"27","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","HighRisk"
"229","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","MediumRisk"
"47","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"161","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"23","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","HighRisk"
"230","AB","AB","A","A","B","A","AB","A","AB","B","AB","B","B","A","B","MediumRisk"
"252","AB","AB","A","A","B","A","A","A","AB","AB","A","AB","BC","A","A","MediumRisk"
"128","A","BC","A","B","A","A","A","A","BC","A","A","B","C","A","BC","LowRisk"
"171","A","A","A","A","A","A","A","AB","A","A","B","A","A","A","A","LowRisk"
"326","A","A","AB","B","AB","A","BC","AB","BC","BC","AB","A","A","AB","AB","MediumRisk"
"11","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","HighRisk"
"184","A","B","AB","A","B","B","AB","B","B","BC","B","A","A","AB","B","LowRisk"
"222","A","B","AB","A","AB","B","A","AB","B","B","A","AB","BC","AB","B","MediumRisk"
"207","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"200","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"318","A","BC","AB","B","AB","AB","AB","C","BC","BC","D","A","A","A","A","MediumRisk"
"293","A","BC","AB","A","B","D","C","C","D","BC","BC","A","AB","AB","AB","MediumRisk"
"148","A","B","B","AB","B","A","A","B","A","A","A","A","BC","AB","BC","LowRisk"
"288","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","MediumRisk"
"5","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"111","A","B","A","A","BC","B","AB","A","B","A","AB","AB","BC","B","AB","LowRisk"
"289","AB","B","AB","A","B","A","B","B","B","AB","AB","A","BC","A","BC","MediumRisk"
"191","A","A","A","B","A","A","AB","AB","AB","AB","A","A","A","A","A","LowRisk"
"172","A","A","AB","A","B","A","BC","AB","C","B","B","A","A","A","A","LowRisk"
"251","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","MediumRisk"
"152","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"159","A","B","A","AB","C","A","AB","B","AB","A","AB","A","B","A","B","LowRisk"
"89","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"248","A","AB","A","AB","AB","A","AB","A","A","A","AB","A","BC","AB","A","MediumRisk"
"277","A","BC","A","AB","A","A","A","B","AB","A","A","A","AB","B","BC","MediumRisk"
"51","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"16","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
