"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"128","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"19","A","C","A","AB","B","A","AB","BC","B","B","AB","AB","C","AB","BC","HighRisk"
"193","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","MediumRisk"
"52","A","C","AB","A","B","A","BC","C","D","D","B","A","C","A","D","HighRisk"
"154","A","B","AB","A","AB","A","B","BC","BC","BC","C","A","A","AB","AB","LowRisk"
"84","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"151","A","BC","A","A","AB","A","AB","BC","AB","B","BC","A","A","A","A","LowRisk"
"186","A","AB","A","A","A","A","A","A","A","A","AB","A","AB","A","B","MediumRisk"
"195","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","MediumRisk"
"81","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","HighRisk"
"138","A","AB","A","AB","AB","A","A","A","B","A","AB","AB","B","A","B","LowRisk"
"114","A","AB","A","A","AB","A","A","AB","AB","A","AB","A","B","AB","AB","LowRisk"
"192","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","MediumRisk"
"1","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","HighRisk"
"85","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"39","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","HighRisk"
"67","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","HighRisk"
"108","A","AB","AB","B","BC","A","B","AB","AB","A","AB","A","BC","AB","AB","LowRisk"
"62","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","HighRisk"
"20","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","HighRisk"
"42","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"115","A","B","AB","AB","AB","A","A","A","B","A","AB","A","B","B","AB","LowRisk"
"71","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"225","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","MediumRisk"
"18","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","HighRisk"
"190","A","B","BC","B","B","B","B","A","B","A","AB","AB","BC","B","A","MediumRisk"
"216","A","BC","AB","AB","AB","A","A","B","BC","AB","A","A","BC","A","B","MediumRisk"
"230","A","C","B","B","B","A","AB","BC","B","A","AB","A","BC","B","BC","MediumRisk"
"146","A","A","A","A","A","A","A","AB","A","A","B","A","A","A","A","LowRisk"
"242","A","B","A","AB","AB","A","A","AB","BC","A","AB","AB","B","A","B","MediumRisk"
"22","A","C","A","B","AB","A","A","B","A","A","A","A","BC","B","C","HighRisk"
"106","A","AB","A","A","AB","A","AB","A","A","A","A","A","AB","A","AB","LowRisk"
"204","A","B","A","A","B","A","AB","A","BC","A","AB","B","BC","B","A","MediumRisk"
"105","A","AB","A","A","AB","B","A","A","A","A","AB","A","B","A","A","LowRisk"
"51","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"30","A","C","AB","AB","AB","A","AB","AB","B","B","A","A","C","AB","BC","HighRisk"
"226","A","B","B","B","B","A","AB","B","BC","AB","AB","A","BC","AB","BC","MediumRisk"
"15","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","HighRisk"
"72","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"79","A","BC","B","A","B","B","B","C","D","C","D","B","A","AB","B","HighRisk"
"92","A","AB","A","A","AB","A","A","A","A","A","A","AB","A","A","A","LowRisk"
"158","A","A","A","A","AB","AB","AB","AB","AB","A","B","A","A","A","A","LowRisk"
"74","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","HighRisk"
"143","A","A","AB","B","A","A","B","A","AB","A","B","A","A","A","A","LowRisk"
"188","A","A","A","B","AB","A","AB","A","AB","B","A","AB","B","AB","A","MediumRisk"
"131","A","A","A","A","AB","A","AB","A","B","AB","AB","AB","B","A","B","LowRisk"
"169","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","MediumRisk"
"201","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","MediumRisk"
"60","A","C","B","C","AB","A","BC","D","D","C","B","BC","C","B","D","HighRisk"
"162","A","BC","A","A","A","A","BC","AB","B","B","C","A","AB","AB","B","LowRisk"
"133","A","B","A","A","AB","A","AB","A","AB","A","AB","A","B","A","B","LowRisk"
"43","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"9","A","C","B","C","B","A","BC","D","C","C","AB","BC","D","BC","D","HighRisk"
"132","A","AB","AB","A","AB","A","AB","A","BC","AB","AB","A","B","A","BC","LowRisk"
"100","A","B","BC","AB","BC","A","B","A","BC","AB","AB","BC","BC","A","A","LowRisk"
"173","A","AB","AB","AB","B","A","AB","AB","AB","A","AB","A","B","AB","B","MediumRisk"
"75","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","HighRisk"
"129","A","B","A","A","A","A","A","B","B","A","AB","A","BC","A","BC","LowRisk"
"153","A","A","A","A","A","A","AB","AB","A","A","BC","A","A","A","A","LowRisk"
"54","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","HighRisk"
"86","A","B","A","A","BC","B","AB","A","B","A","AB","AB","BC","B","AB","LowRisk"
"172","A","B","AB","A","AB","B","A","AB","B","B","A","AB","BC","AB","B","MediumRisk"
"197","A","BC","B","B","BC","A","AB","AB","C","AB","AB","AB","C","AB","AB","MediumRisk"
"240","A","C","B","A","B","A","AB","BC","D","C","B","BC","BC","AB","C","MediumRisk"
"48","A","B","AB","AB","AB","A","A","B","BC","A","AB","A","BC","A","D","HighRisk"
"125","A","BC","A","A","A","A","A","AB","B","A","AB","A","B","A","B","LowRisk"
"239","AB","B","AB","A","B","A","B","B","B","AB","AB","A","BC","A","BC","MediumRisk"
"247","A","BC","A","A","AB","A","AB","BC","D","C","C","A","AB","AB","BC","MediumRisk"
"168","A","B","BC","B","A","A","A","B","BC","AB","BC","A","AB","AB","AB","LowRisk"
"178","A","AB","B","A","BC","A","AB","A","AB","AB","A","B","BC","B","B","MediumRisk"
"76","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","HighRisk"
"203","A","BC","AB","A","AB","A","B","AB","B","BC","A","AB","BC","AB","AB","MediumRisk"
"183","A","AB","A","A","AB","A","AB","A","A","AB","AB","B","B","A","B","MediumRisk"
"211","A","AB","B","AB","AB","A","AB","A","BC","A","A","A","B","AB","A","MediumRisk"
"194","A","AB","A","A","B","A","AB","A","AB","A","A","A","AB","A","A","MediumRisk"
"209","A","C","B","B","B","A","AB","C","C","AB","AB","B","C","B","C","MediumRisk"
"205","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","MediumRisk"
"91","A","AB","A","A","A","A","AB","A","A","A","A","A","A","A","A","LowRisk"
"251","A","A","AB","A","BC","AB","A","B","BC","B","BC","A","B","AB","A","MediumRisk"
"213","A","BC","B","A","AB","A","AB","B","B","A","A","A","BC","AB","AB","MediumRisk"
"35","A","BC","BC","A","BC","A","B","BC","E","A","AB","B","D","BC","D","HighRisk"
"46","A","C","BC","C","BC","A","BC","D","D","D","B","C","D","BC","D","HighRisk"
"2","B","BC","B","B","B","A","AB","B","BC","B","A","AB","D","A","C","HighRisk"
"21","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"249","A","B","BC","B","B","A","A","BC","C","BC","BC","A","A","AB","AB","MediumRisk"
"196","A","BC","A","B","A","A","A","AB","A","B","A","AB","AB","AB","A","MediumRisk"
"26","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","HighRisk"
"140","A","B","A","A","A","A","A","AB","AB","A","A","A","BC","A","B","LowRisk"
"227","A","BC","A","AB","A","A","A","B","AB","A","A","A","AB","B","BC","MediumRisk"
"122","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
"210","A","BC","A","A","AB","A","AB","A","B","A","A","AB","B","AB","A","MediumRisk"
"244","A","B","AB","A","A","A","B","B","B","B","BC","A","A","A","BC","MediumRisk"
"40","A","C","BC","A","A","A","B","C","D","D","AB","AB","D","A","D","HighRisk"
"224","A","AB","AB","A","AB","A","AB","B","BC","A","B","A","B","AB","B","MediumRisk"
"141","A","AB","BC","AB","AB","A","AB","A","C","A","AB","AB","B","A","A","LowRisk"
"61","A","BC","AB","AB","AB","A","B","B","AB","A","A","A","B","AB","BC","HighRisk"
"83","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"113","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"156","A","A","A","A","A","A","AB","AB","AB","AB","B","A","A","A","A","LowRisk"
"246","A","BC","AB","A","AB","AB","C","C","C","BC","D","A","AB","AB","AB","MediumRisk"
"171","A","B","AB","B","AB","A","B","AB","B","A","AB","AB","BC","AB","A","MediumRisk"
"124","A","AB","AB","A","A","A","A","A","AB","A","A","A","B","A","A","LowRisk"
"37","A","B","AB","B","AB","A","AB","A","C","A","B","A","B","BC","B","HighRisk"
"166","A","A","A","B","A","A","AB","AB","AB","AB","A","A","A","A","A","LowRisk"
"57","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","HighRisk"
"17","A","C","B","AB","AB","A","B","AB","C","C","AB","A","C","B","BC","HighRisk"
"126","AB","A","B","AB","AB","A","B","A","BC","AB","BC","AB","AB","A","A","LowRisk"
"144","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"229","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","MediumRisk"
"116","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"27","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","HighRisk"
"170","A","B","AB","AB","AB","A","AB","B","AB","A","AB","AB","BC","AB","C","MediumRisk"
"139","A","AB","B","A","AB","A","AB","A","B","AB","AB","A","B","AB","AB","LowRisk"
"159","A","B","AB","A","B","B","AB","B","B","BC","B","A","A","AB","B","LowRisk"
"212","A","B","A","B","AB","A","A","A","A","A","A","AB","B","A","AB","MediumRisk"
"13","A","C","AB","AB","B","A","A","BC","A","B","AB","B","BC","B","D","HighRisk"
"80","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"117","A","AB","B","AB","B","A","B","A","D","A","AB","AB","B","AB","A","LowRisk"
"217","A","B","A","AB","AB","B","A","AB","A","A","AB","A","BC","A","B","MediumRisk"
"165","A","A","A","A","B","A","B","AB","B","BC","A","A","A","A","AB","LowRisk"
"94","A","AB","A","B","B","B","A","A","A","A","AB","A","AB","AB","A","LowRisk"
"118","A","BC","AB","AB","AB","A","B","A","C","A","AB","A","BC","AB","AB","LowRisk"
"82","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","HighRisk"
"8","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","HighRisk"
"44","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"93","A","A","A","A","B","A","B","A","A","A","A","AB","A","A","A","LowRisk"
"98","A","AB","A","A","BC","A","A","A","AB","A","B","AB","B","A","A","LowRisk"
"142","A","AB","B","AB","B","A","B","A","BC","A","AB","AB","AB","A","AB","LowRisk"
"63","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","HighRisk"
"241","A","AB","AB","A","B","A","AB","B","D","BC","AB","AB","C","B","D","MediumRisk"
"206","A","A","A","AB","AB","B","AB","A","AB","AB","A","B","AB","A","B","MediumRisk"
"45","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","HighRisk"
"120","A","B","AB","A","AB","A","A","AB","B","BC","B","A","B","A","AB","LowRisk"
"28","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"101","AB","AB","A","A","AB","B","B","A","A","A","A","A","A","A","A","LowRisk"
"202","AB","AB","A","A","B","A","A","A","AB","AB","A","AB","BC","A","A","MediumRisk"
"157","A","A","A","B","AB","A","AB","AB","A","A","A","A","A","A","A","LowRisk"
"149","A","A","A","A","AB","A","B","AB","AB","A","AB","A","A","AB","B","LowRisk"
"248","A","AB","AB","A","A","AB","BC","C","B","AB","B","A","A","AB","A","MediumRisk"
"97","B","BC","A","A","AB","A","AB","AB","A","A","A","A","AB","A","AB","LowRisk"
"68","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"36","A","C","AB","BC","B","A","AB","C","C","A","AB","AB","BC","BC","BC","HighRisk"
"187","A","C","A","A","B","B","AB","B","B","A","AB","A","C","A","B","MediumRisk"
"243","A","BC","AB","A","B","D","C","C","D","BC","BC","A","AB","AB","AB","MediumRisk"
"176","A","B","A","A","A","A","A","BC","AB","A","A","AB","BC","AB","BC","MediumRisk"
"14","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","HighRisk"
"136","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"182","A","AB","A","A","B","A","A","A","A","AB","A","AB","C","A","B","MediumRisk"
"145","A","A","A","B","A","A","A","AB","A","A","A","A","A","A","A","LowRisk"
"5","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"7","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","HighRisk"
"4","A","BC","BC","BC","AB","B","A","BC","C","C","AB","C","C","BC","D","HighRisk"
"58","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"3","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"250","A","B","AB","A","AB","A","A","BC","D","C","BC","A","AB","A","AB","MediumRisk"
"24","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","HighRisk"
"167","A","AB","A","B","B","A","B","AB","B","AB","BC","A","AB","A","AB","LowRisk"
"222","A","B","A","A","A","A","AB","AB","AB","A","AB","A","B","A","BC","MediumRisk"
"218","AB","C","A","D","AB","A","AB","B","B","BC","A","B","C","A","C","MediumRisk"
"56","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","HighRisk"
"102","A","AB","A","A","BC","A","AB","AB","AB","AB","A","AB","BC","A","B","LowRisk"
"99","A","AB","A","A","AB","A","AB","A","A","A","AB","A","B","A","A","LowRisk"
"66","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"16","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"127","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"179","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","MediumRisk"
"119","A","AB","AB","A","A","A","A","A","AB","A","A","A","AB","A","A","LowRisk"
