"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"64","A","C","A","BC","B","A","AB","B","C","B","AB","BC","C","B","C","HighRisk"
"187","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","MediumRisk"
"103","A","B","A","B","AB","A","A","A","A","A","A","AB","B","A","AB","MediumRisk"
"184","A","B","AB","A","AB","A","A","AB","AB","AB","AB","B","AB","A","AB","MediumRisk"
"227","A","AB","AB","B","A","A","AB","B","B","AB","BC","A","A","B","AB","MediumRisk"
"179","A","BC","B","A","AB","A","B","C","BC","BC","AB","B","BC","AB","C","HighRisk"
"99","A","BC","A","A","AB","A","AB","A","B","A","A","AB","B","AB","A","MediumRisk"
"169","A","AB","AB","A","AB","A","AB","A","BC","AB","AB","A","B","A","BC","LowRisk"
"140","A","AB","AB","A","A","A","A","A","AB","A","A","A","AB","A","A","LowRisk"
"157","A","B","AB","AB","B","A","AB","B","B","A","AB","A","BC","AB","C","MediumRisk"
"1","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","HighRisk"
"252","A","AB","A","A","AB","A","A","C","B","B","BC","A","A","A","AB","MediumRisk"
"48","A","AB","A","A","A","A","A","A","A","A","AB","A","AB","A","B","MediumRisk"
"83","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"133","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"76","AB","B","AB","A","BC","A","B","B","B","AB","AB","B","C","AB","A","MediumRisk"
"24","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","HighRisk"
"52","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"142","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"292","AB","E","B","A","B","C","C","D","E","D","D","AB","BC","B","C","HighRisk"
"166","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"22","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"275","A","BC","AB","B","AB","AB","AB","C","BC","BC","D","A","A","A","A","MediumRisk"
"204","A","AB","B","AB","B","A","B","A","BC","A","AB","AB","AB","A","AB","LowRisk"
"226","A","A","A","A","A","A","A","AB","A","A","B","A","A","A","A","LowRisk"
"182","A","B","A","A","A","A","A","BC","BC","A","AB","A","B","A","A","LowRisk"
"36","A","C","B","AB","AB","A","B","AB","C","C","AB","A","C","B","BC","HighRisk"
"27","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","HighRisk"
"132","A","C","BC","C","BC","A","BC","D","D","D","B","C","D","BC","D","HighRisk"
"70","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","HighRisk"
"202","A","AB","BC","AB","AB","A","AB","A","C","A","AB","AB","B","A","A","LowRisk"
"230","A","AB","A","A","AB","AB","BC","B","BC","BC","BC","A","A","A","AB","MediumRisk"
"249","A","B","AB","A","AB","A","B","BC","BC","BC","C","A","A","AB","AB","LowRisk"
"233","A","B","AB","A","AB","B","B","B","D","BC","BC","A","AB","B","B","MediumRisk"
"19","A","B","A","B","AB","B","AB","AB","A","A","A","A","B","AB","B","MediumRisk"
"92","A","B","BC","BC","AB","A","B","B","BC","B","A","A","BC","BC","B","MediumRisk"
"100","A","AB","B","AB","AB","A","AB","A","BC","A","A","A","B","AB","A","MediumRisk"
"116","A","BC","AB","A","AB","A","A","B","AB","AB","AB","A","B","A","C","MediumRisk"
"199","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"94","A","BC","BC","A","BC","A","B","BC","E","A","AB","B","D","BC","D","HighRisk"
"205","A","B","A","AB","AB","A","A","AB","BC","A","AB","AB","B","A","B","MediumRisk"
"290","A","BC","AB","A","AB","B","AB","C","BC","BC","D","AB","A","AB","A","MediumRisk"
"168","A","A","A","A","AB","A","AB","A","B","AB","AB","AB","B","A","B","LowRisk"
"171","A","AB","AB","A","A","A","A","AB","A","A","A","A","AB","A","B","MediumRisk"
"114","A","B","AB","AB","AB","A","AB","B","C","A","AB","AB","C","A","BC","MediumRisk"
"215","A","BC","A","A","AB","A","AB","BC","D","C","C","A","AB","AB","BC","MediumRisk"
"28","AB","AB","A","A","B","A","AB","A","AB","B","AB","B","B","A","B","MediumRisk"
"172","A","B","A","A","AB","A","AB","A","AB","A","AB","A","B","A","B","LowRisk"
"55","B","BC","A","A","B","A","A","BC","AB","B","A","A","BC","A","C","MediumRisk"
"11","A","B","A","A","B","B","AB","AB","A","A","A","AB","B","A","B","LowRisk"
"229","A","A","A","B","AB","A","AB","B","BC","A","A","AB","A","AB","A","MediumRisk"
"129","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"26","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","MediumRisk"
"98","A","AB","A","A","AB","A","AB","A","A","A","A","A","AB","A","AB","LowRisk"
"273","A","A","AB","A","AB","A","AB","AB","B","AB","AB","A","A","A","A","LowRisk"
"147","A","B","B","B","B","A","AB","B","BC","AB","AB","A","BC","AB","BC","MediumRisk"
"106","A","B","A","A","BC","B","AB","AB","A","A","A","A","B","AB","A","MediumRisk"
"122","A","C","BC","A","A","A","B","C","D","D","AB","AB","D","A","D","HighRisk"
"283","A","B","C","B","AB","AB","D","AB","BC","B","BC","AB","A","AB","B","MediumRisk"
"268","A","A","A","A","A","A","A","AB","A","AB","AB","A","A","A","A","LowRisk"
"148","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
"176","A","AB","A","A","AB","A","AB","B","B","A","AB","B","B","A","B","MediumRisk"
"54","A","B","BC","B","B","B","B","A","B","A","AB","AB","BC","B","A","MediumRisk"
"79","A","AB","A","A","BC","A","AB","AB","AB","AB","A","AB","BC","A","B","LowRisk"
"240","A","BC","A","A","B","B","BC","BC","BC","BC","BC","A","AB","AB","AB","MediumRisk"
"61","A","AB","A","A","AB","A","AB","A","A","A","AB","A","B","A","A","LowRisk"
"136","A","B","AB","AB","AB","A","A","A","B","A","AB","A","B","B","AB","LowRisk"
"67","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","HighRisk"
"47","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","HighRisk"
"86","A","C","A","AB","C","B","B","B","AB","BC","A","B","BC","AB","BC","HighRisk"
"49","A","AB","A","A","AB","A","A","B","A","A","A","A","BC","A","AB","LowRisk"
"46","A","AB","A","B","B","B","A","A","A","A","AB","A","AB","AB","A","LowRisk"
"277","A","A","AB","A","A","A","A","B","AB","AB","B","A","A","AB","AB","MediumRisk"
"95","A","B","B","AB","AB","A","A","B","AB","AB","A","B","BC","AB","B","MediumRisk"
"150","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","HighRisk"
"213","A","A","AB","B","A","A","B","A","AB","A","B","A","A","A","A","LowRisk"
"33","A","D","BC","B","AB","A","C","D","D","D","B","C","E","BC","D","MediumRisk"
"78","AB","AB","A","A","AB","B","B","A","A","A","A","A","A","A","A","LowRisk"
"232","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"285","A","BC","A","A","AB","A","B","BC","B","B","BC","A","A","A","C","MediumRisk"
"90","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","MediumRisk"
"80","A","BC","A","B","A","A","A","A","BC","A","A","B","C","A","BC","LowRisk"
"73","A","BC","B","B","BC","A","AB","AB","C","AB","AB","AB","C","AB","AB","MediumRisk"
"44","A","AB","A","B","AB","B","A","AB","A","AB","AB","B","B","A","A","MediumRisk"
"62","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","HighRisk"
"163","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"216","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"127","A","AB","A","A","A","A","A","A","AB","AB","A","A","BC","A","B","MediumRisk"
"222","A","A","AB","A","BC","AB","A","B","BC","B","BC","A","B","AB","A","MediumRisk"
"137","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"134","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","MediumRisk"
"65","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","MediumRisk"
"125","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"279","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"60","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","MediumRisk"
"96","A","AB","A","A","AB","B","A","A","A","A","AB","A","B","A","A","LowRisk"
"281","B","C","B","A","AB","AB","B","C","BC","BC","C","A","AB","AB","AB","MediumRisk"
"107","A","C","B","C","AB","A","A","B","B","BC","A","B","AB","AB","BC","MediumRisk"
"258","A","BC","B","B","AB","B","BC","C","D","BC","D","B","A","A","B","HighRisk"
"194","A","AB","B","A","AB","A","AB","A","B","AB","AB","A","B","AB","AB","LowRisk"
"241","A","B","AB","A","AB","BC","BC","C","C","BC","BC","AB","AB","AB","AB","MediumRisk"
"250","A","C","A","A","AB","C","B","C","C","C","D","AB","B","A","B","HighRisk"
"225","A","BC","B","A","AB","AB","B","C","BC","BC","D","A","AB","AB","B","MediumRisk"
"40","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","HighRisk"
"192","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"15","A","AB","A","A","AB","A","B","A","AB","A","A","A","B","A","B","MediumRisk"
"138","A","AB","B","AB","B","A","B","A","D","A","AB","AB","B","AB","A","LowRisk"
"143","A","B","AB","A","AB","A","A","AB","B","BC","B","A","B","A","AB","LowRisk"
"235","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","HighRisk"
"141","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","HighRisk"
"200","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"162","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","MediumRisk"
"156","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","HighRisk"
"32","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","HighRisk"
"25","A","C","B","C","B","A","BC","D","C","C","AB","BC","D","BC","D","HighRisk"
"173","A","AB","B","A","A","A","AB","B","BC","BC","BC","B","C","A","BC","MediumRisk"
"293","A","B","AB","A","B","AB","A","C","D","C","C","A","B","A","A","HighRisk"
"41","A","BC","A","AB","B","A","A","B","AB","AB","AB","A","AB","A","B","MediumRisk"
"21","AB","A","A","A","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"18","A","B","A","A","A","A","A","BC","AB","A","A","AB","BC","AB","BC","MediumRisk"
"278","A","BC","B","A","AB","AB","B","BC","BC","B","C","A","AB","B","A","MediumRisk"
"4","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","MediumRisk"
"208","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","HighRisk"
"149","A","B","B","AB","B","A","A","B","A","A","A","A","BC","AB","BC","LowRisk"
"87","A","BC","AB","A","AB","A","B","AB","B","BC","A","AB","BC","AB","AB","MediumRisk"
"246","A","B","B","B","A","A","C","BC","C","B","C","A","A","A","A","HighRisk"
"154","A","C","C","BC","B","A","BC","D","D","BC","B","BC","C","B","D","HighRisk"
"255","A","BC","A","A","A","A","A","AB","AB","B","C","A","B","A","B","LowRisk"
"201","A","C","BC","B","BC","A","BC","C","D","C","AB","B","BC","AB","D","HighRisk"
"242","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"221","A","B","AB","A","AB","A","A","BC","D","C","BC","A","AB","A","AB","MediumRisk"
"111","AB","C","A","D","AB","A","AB","B","B","BC","A","B","C","A","C","MediumRisk"
"203","A","AB","AB","A","B","A","AB","B","D","BC","AB","AB","C","B","D","MediumRisk"
"102","A","AB","AB","B","BC","A","B","AB","AB","A","AB","A","BC","AB","AB","LowRisk"
"253","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"270","A","BC","A","A","A","A","BC","AB","B","B","C","A","AB","AB","B","LowRisk"
"263","A","C","C","A","AB","A","BC","BC","D","BC","D","AB","A","AB","C","HighRisk"
"264","A","A","AB","B","AB","A","AB","AB","AB","A","A","A","B","AB","A","LowRisk"
"74","A","AB","A","AB","AB","A","AB","A","A","A","AB","A","BC","AB","A","MediumRisk"
"34","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","HighRisk"
"282","A","A","A","A","B","A","B","AB","B","BC","A","A","A","A","AB","LowRisk"
"139","A","BC","AB","AB","AB","A","B","A","C","A","AB","A","BC","AB","AB","LowRisk"
"165","A","B","A","A","A","A","A","B","B","A","AB","A","BC","A","BC","LowRisk"
"267","A","B","A","A","A","A","A","AB","BC","BC","C","A","A","A","B","HighRisk"
"291","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"9","A","B","AB","B","AB","A","B","AB","B","A","AB","AB","BC","AB","A","MediumRisk"
"117","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"175","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","HighRisk"
"112","A","B","AB","A","B","A","AB","B","BC","A","AB","A","B","A","A","LowRisk"
"234","A","A","A","A","AB","A","B","AB","AB","A","AB","A","A","AB","B","LowRisk"
"185","A","B","A","A","A","A","AB","A","A","A","AB","A","BC","A","B","MediumRisk"
"121","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","HighRisk"
"212","A","BC","AB","A","AB","AB","C","C","C","BC","D","A","AB","AB","AB","MediumRisk"
"196","A","B","A","A","A","A","A","AB","AB","A","A","A","BC","A","B","LowRisk"
"45","A","C","A","AB","B","A","AB","BC","B","B","AB","AB","C","AB","BC","HighRisk"
"119","A","C","AB","B","AB","A","AB","B","C","BC","BC","AB","BC","B","B","MediumRisk"
"238","A","BC","A","A","AB","A","AB","BC","AB","B","BC","A","A","A","A","LowRisk"
"57","B","BC","A","A","AB","A","AB","AB","A","A","A","A","AB","A","AB","LowRisk"
"10","A","B","AB","A","AB","B","A","AB","B","B","A","AB","BC","AB","B","MediumRisk"
"131","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","HighRisk"
"261","A","A","A","A","AB","AB","AB","AB","AB","A","B","A","A","A","A","LowRisk"
"160","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"110","A","BC","AB","AB","A","B","AB","B","B","AB","A","A","C","AB","BC","LowRisk"
"259","A","A","A","A","A","A","AB","AB","AB","AB","B","A","A","A","A","LowRisk"
"84","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","MediumRisk"
"17","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"170","A","C","B","B","B","A","AB","BC","B","A","AB","A","BC","B","BC","MediumRisk"
"274","A","B","A","A","AB","A","BC","BC","BC","B","D","AB","AB","AB","AB","MediumRisk"
"180","AB","B","A","A","AB","A","AB","A","B","A","AB","A","B","A","B","MediumRisk"
"197","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"280","A","BC","AB","A","AB","A","BC","BC","C","B","BC","A","AB","A","AB","MediumRisk"
"289","A","B","BC","B","A","A","A","B","BC","AB","BC","A","AB","AB","AB","LowRisk"
"153","A","BC","A","A","A","A","A","AB","B","A","AB","A","B","A","B","LowRisk"
"42","A","AB","A","A","AB","A","A","A","A","A","A","AB","A","A","A","LowRisk"
"75","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"220","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"13","AB","AB","B","AB","B","A","B","A","B","A","A","A","AB","A","A","LowRisk"
"164","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"266","A","A","AB","A","AB","A","AB","B","C","BC","B","A","A","AB","AB","MediumRisk"
"151","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","HighRisk"
"144","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"239","A","BC","AB","A","AB","AB","BC","C","D","C","C","A","AB","AB","B","MediumRisk"
"288","A","AB","A","B","B","A","B","AB","B","AB","BC","A","AB","A","AB","LowRisk"
"265","A","B","AB","A","AB","A","BC","C","B","BC","C","A","A","AB","AB","MediumRisk"
"8","A","B","AB","AB","AB","A","AB","B","AB","A","AB","AB","BC","AB","C","MediumRisk"
"224","A","AB","AB","A","B","AB","AB","AB","A","AB","BC","A","AB","AB","AB","MediumRisk"
"167","A","C","B","C","AB","A","BC","D","D","C","B","BC","C","B","D","HighRisk"
"81","A","B","A","A","A","A","AB","B","B","AB","A","B","B","A","B","MediumRisk"
"183","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"5","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"3","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"209","A","B","A","A","AB","A","A","C","C","BC","C","A","AB","AB","AB","MediumRisk"
"20","A","AB","B","A","BC","A","AB","A","AB","AB","A","B","BC","B","B","MediumRisk"
"51","A","A","A","B","AB","A","AB","A","AB","B","A","AB","B","AB","A","MediumRisk"
"43","A","A","A","A","B","A","B","A","A","A","A","AB","A","A","A","LowRisk"
"245","A","AB","AB","A","AB","A","AB","AB","B","B","B","A","AB","AB","AB","LowRisk"
"247","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"97","A","C","B","B","B","A","AB","C","C","AB","AB","B","C","B","C","MediumRisk"
"72","A","BC","A","B","A","A","A","AB","A","B","A","AB","AB","AB","A","MediumRisk"
"6","A","BC","BC","BC","AB","B","A","BC","C","C","AB","C","C","BC","D","HighRisk"
