"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"236","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"365","A","A","A","A","AB","AB","AB","AB","AB","A","B","A","A","A","A","LowRisk"
"240","A","BC","A","B","A","A","A","AB","A","B","A","AB","AB","AB","A","LowRisk"
"259","A","AB","A","A","AB","A","AB","A","A","A","A","A","AB","A","AB","LowRisk"
"199","A","B","AB","AB","AB","A","AB","B","AB","A","AB","AB","BC","AB","C","LowRisk"
"377","A","BC","AB","B","AB","AB","AB","C","BC","BC","D","A","A","A","A","LowRisk"
"105","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"54","A","C","C","BC","B","A","BC","D","D","BC","B","BC","C","B","D","HighRisk"
"347","A","AB","A","A","AB","AB","BC","B","BC","BC","BC","A","A","A","AB","LowRisk"
"324","A","B","A","A","A","A","A","AB","AB","A","A","A","BC","A","B","LowRisk"
"248","AB","B","A","AB","B","A","A","B","AB","A","A","A","B","A","B","LowRisk"
"284","A","B","AB","AB","AB","A","A","A","B","A","AB","A","B","B","AB","LowRisk"
"9","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","HighRisk"
"170","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"269","A","B","A","AB","AB","B","A","AB","A","A","AB","A","BC","A","B","LowRisk"
"77","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"112","A","BC","AB","A","B","B","BC","C","C","BC","D","A","A","A","B","HighRisk"
"82","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"50","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"145","A","C","BC","C","BC","A","BC","D","D","D","B","C","D","BC","D","HighRisk"
"144","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","HighRisk"
"128","B","BC","B","B","B","A","AB","B","BC","B","A","AB","D","A","C","HighRisk"
"53","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","HighRisk"
"48","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","HighRisk"
"81","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","HighRisk"
"160","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","HighRisk"
"91","A","BC","B","B","AB","B","BC","C","D","BC","D","B","A","A","B","HighRisk"
"293","A","B","B","AB","B","A","A","B","A","A","A","A","BC","AB","BC","LowRisk"
"373","A","BC","A","A","A","A","BC","AB","B","B","C","A","AB","AB","B","LowRisk"
"150","A","AB","A","B","B","A","B","B","C","C","C","A","A","AB","B","HighRisk"
"271","AB","C","A","D","AB","A","AB","B","B","BC","A","B","C","A","C","LowRisk"
"42","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"189","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"70","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"43","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"251","A","BC","AB","A","AB","A","B","AB","B","BC","A","AB","BC","AB","AB","LowRisk"
"298","AB","A","B","AB","AB","A","B","A","BC","AB","BC","AB","AB","A","A","LowRisk"
"124","A","D","BC","BC","BC","A","BC","C","D","D","B","B","C","B","D","HighRisk"
"220","A","AB","A","A","AB","A","A","A","A","A","A","AB","A","A","A","LowRisk"
"32","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","HighRisk"
"126","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","HighRisk"
"90","A","BC","AB","A","B","B","BC","C","C","BC","D","A","A","A","B","HighRisk"
"266","A","B","A","A","BC","B","AB","AB","A","A","A","A","B","AB","A","LowRisk"
"146","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","HighRisk"
"263","A","AB","AB","B","BC","A","B","AB","AB","A","AB","A","BC","AB","AB","LowRisk"
"359","A","B","AB","A","AB","A","B","BC","BC","BC","C","A","A","AB","AB","LowRisk"
"369","A","A","AB","A","AB","A","AB","B","C","BC","B","A","A","AB","AB","LowRisk"
"142","A","B","B","B","A","A","C","BC","C","B","C","A","A","A","A","HighRisk"
"242","A","AB","A","AB","AB","A","AB","A","A","A","AB","A","BC","AB","A","LowRisk"
"201","A","B","AB","A","AB","B","A","AB","B","B","A","AB","BC","AB","B","LowRisk"
"226","A","C","A","A","B","B","AB","B","B","A","AB","A","C","A","B","LowRisk"
"1","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","HighRisk"
"151","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"335","A","AB","AB","A","A","AB","BC","C","B","AB","B","A","A","AB","A","LowRisk"
"120","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","HighRisk"
"192","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"110","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"35","A","C","AB","BC","B","A","AB","C","C","A","AB","AB","BC","BC","BC","HighRisk"
"76","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","HighRisk"
"207","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"129","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"320","AB","B","AB","A","B","A","B","B","B","AB","AB","A","BC","A","BC","LowRisk"
"329","A","BC","AB","A","B","D","C","C","D","BC","BC","A","AB","AB","AB","LowRisk"
"133","A","BC","AB","AB","AB","A","B","B","AB","A","A","A","B","AB","BC","HighRisk"
"300","A","AB","A","A","AB","A","A","A","B","A","AB","A","BC","AB","A","LowRisk"
"375","A","A","AB","A","AB","A","AB","AB","B","AB","AB","A","A","A","A","LowRisk"
"268","A","BC","AB","AB","AB","A","A","B","BC","AB","A","A","BC","A","B","LowRisk"
"346","A","A","A","B","AB","A","AB","B","BC","A","A","AB","A","AB","A","LowRisk"
"40","A","C","C","A","AB","A","AB","B","C","AB","A","A","BC","B","BC","HighRisk"
"196","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","LowRisk"
"103","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"299","A","AB","A","AB","A","A","A","AB","A","A","A","A","B","A","A","LowRisk"
"95","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"56","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","HighRisk"
"230","B","BC","A","A","B","A","A","BC","AB","B","A","A","BC","A","C","LowRisk"
"28","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"137","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"149","A","D","C","BC","C","A","BC","BC","D","C","B","B","C","BC","D","HighRisk"
"381","B","C","B","A","AB","AB","B","C","BC","BC","C","A","AB","AB","AB","LowRisk"
"97","AB","E","B","A","B","C","C","D","E","D","D","AB","BC","B","C","HighRisk"
"141","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"274","A","B","AB","AB","AB","A","AB","B","C","A","AB","AB","C","A","BC","LowRisk"
"139","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"254","A","A","A","AB","AB","B","AB","A","AB","AB","A","B","AB","A","B","LowRisk"
"260","A","BC","A","A","AB","A","AB","A","B","A","A","AB","B","AB","A","LowRisk"
"173","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"116","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","HighRisk"
"337","A","AB","A","A","A","A","B","AB","BC","AB","BC","A","A","AB","A","LowRisk"
"262","AB","AB","A","A","AB","A","A","A","A","A","A","AB","AB","A","A","LowRisk"
"85","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"17","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","HighRisk"
"323","A","AB","B","A","AB","A","AB","A","B","AB","AB","A","B","AB","AB","LowRisk"
"380","A","BC","AB","A","AB","A","BC","BC","C","B","BC","A","AB","A","AB","LowRisk"
"304","A","A","A","A","AB","A","AB","A","B","AB","AB","AB","B","A","B","LowRisk"
"316","A","B","AB","A","AB","A","A","AB","AB","AB","AB","B","AB","A","AB","LowRisk"
"322","A","C","B","A","B","A","AB","BC","D","C","B","BC","BC","AB","C","LowRisk"
"51","A","C","AB","A","B","A","BC","C","D","D","B","A","C","A","D","HighRisk"
"104","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"233","A","AB","A","A","BC","A","A","A","AB","A","B","AB","B","A","A","LowRisk"
"282","A","AB","A","A","AB","A","A","AB","AB","A","AB","A","B","AB","AB","LowRisk"
"351","A","A","A","A","AB","AB","A","A","B","AB","B","A","A","A","AB","LowRisk"
"291","A","B","B","B","B","A","AB","B","BC","AB","AB","A","BC","AB","BC","LowRisk"
"86","A","C","A","A","AB","C","B","C","C","C","D","AB","B","A","B","HighRisk"
"344","A","AB","AB","B","A","A","AB","B","B","AB","BC","A","A","B","AB","LowRisk"
"121","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"166","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","HighRisk"
"350","A","A","A","A","AB","A","B","AB","AB","A","AB","A","A","AB","B","LowRisk"
"235","A","AB","A","A","AB","A","AB","A","A","A","AB","A","B","A","A","LowRisk"
"237","A","B","BC","AB","BC","A","B","A","BC","AB","AB","BC","BC","A","A","LowRisk"
"286","A","AB","B","AB","B","A","B","A","D","A","AB","AB","B","AB","A","LowRisk"
"264","A","B","A","B","AB","A","A","A","A","A","A","AB","B","A","AB","LowRisk"
"336","A","B","BC","B","B","A","A","BC","C","BC","BC","A","A","AB","AB","LowRisk"
"163","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","HighRisk"
"349","A","B","AB","A","AB","B","B","B","D","BC","BC","A","AB","B","B","LowRisk"
"305","A","AB","AB","A","AB","A","AB","A","BC","AB","AB","A","B","A","BC","LowRisk"
"80","A","C","C","B","BC","B","BC","C","D","D","D","AB","AB","AB","D","HighRisk"
"390","A","BC","AB","A","AB","B","AB","C","BC","BC","D","AB","A","AB","A","LowRisk"
"186","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"123","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","HighRisk"
"241","A","BC","B","B","BC","A","AB","AB","C","AB","AB","AB","C","AB","AB","LowRisk"
"66","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","HighRisk"
"148","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","HighRisk"
"55","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","HighRisk"
"382","A","A","A","A","B","A","B","AB","B","BC","A","A","A","A","AB","LowRisk"
"326","A","AB","AB","A","B","A","AB","B","D","BC","AB","AB","C","B","D","LowRisk"
"309","A","AB","B","A","A","A","AB","B","BC","BC","BC","B","C","A","BC","LowRisk"
"115","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"185","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","HighRisk"
"182","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","HighRisk"
"366","A","B","AB","A","B","B","AB","B","B","BC","B","A","A","AB","B","LowRisk"
"64","A","C","B","A","A","A","AB","C","D","D","AB","B","C","AB","D","HighRisk"
"297","A","B","AB","AB","B","A","AB","B","B","A","AB","A","BC","AB","C","LowRisk"
"206","A","AB","A","A","AB","A","B","A","AB","A","A","A","B","A","B","LowRisk"
"184","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"383","A","B","C","B","AB","AB","D","AB","BC","B","BC","AB","A","AB","B","LowRisk"
"79","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"360","A","AB","A","A","AB","A","A","C","B","B","BC","A","A","A","AB","LowRisk"
"30","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"303","A","AB","B","A","A","A","A","A","BC","A","A","A","AB","B","A","LowRisk"
"252","A","B","A","A","B","A","AB","A","BC","A","AB","B","BC","B","A","LowRisk"
"319","A","B","A","AB","AB","A","AB","AB","D","AB","AB","AB","BC","A","B","LowRisk"
"114","A","C","C","BC","B","B","AB","B","BC","B","A","B","D","BC","BC","HighRisk"
"289","A","B","AB","A","AB","A","A","AB","B","BC","B","A","B","A","AB","LowRisk"
"75","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","HighRisk"
"217","A","AB","A","A","A","A","AB","A","A","A","A","A","A","A","A","LowRisk"
"67","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"301","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"306","A","C","B","B","B","A","AB","BC","B","A","AB","A","BC","B","BC","LowRisk"
"218","A","AB","A","A","AB","A","AB","A","A","AB","AB","B","B","A","B","LowRisk"
"354","A","BC","A","A","B","B","BC","BC","BC","BC","BC","A","AB","AB","AB","LowRisk"
"378","A","A","AB","A","A","A","A","B","AB","AB","B","A","A","AB","AB","LowRisk"
"376","A","B","A","A","AB","A","BC","BC","BC","B","D","AB","AB","AB","AB","LowRisk"
"314","A","B","A","A","A","A","A","BC","BC","A","AB","A","B","A","A","LowRisk"
"356","A","B","AB","A","BC","A","AB","BC","BC","BC","C","A","A","A","BC","LowRisk"
"197","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"62","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","HighRisk"
"71","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"321","A","AB","A","AB","AB","A","A","A","B","A","AB","AB","B","A","B","LowRisk"
"158","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"49","A","C","B","B","B","A","B","C","C","B","B","B","D","B","D","HighRisk"
"202","A","B","A","A","B","B","AB","AB","A","A","A","AB","B","A","B","LowRisk"
"270","A","BC","AB","AB","A","B","AB","B","B","AB","A","A","C","AB","BC","LowRisk"
"384","A","AB","AB","A","AB","A","B","AB","C","AB","BC","AB","AB","A","AB","LowRisk"
"176","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"285","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"194","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"222","A","AB","A","B","AB","B","A","AB","A","AB","AB","B","B","A","A","LowRisk"
"188","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","HighRisk"
"246","A","BC","A","B","A","A","A","A","BC","A","A","B","C","A","BC","LowRisk"
"205","A","AB","A","A","A","A","A","AB","B","AB","AB","A","BC","A","B","LowRisk"
"69","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","HighRisk"
"227","A","A","A","B","AB","A","AB","A","AB","B","A","AB","B","AB","A","LowRisk"
"10","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","HighRisk"
"219","A","BC","A","AB","B","A","A","B","AB","AB","AB","A","AB","A","B","LowRisk"
"258","A","C","B","B","B","A","AB","C","C","AB","AB","B","C","B","C","LowRisk"
"31","A","C","A","AB","C","B","B","B","AB","BC","A","B","BC","AB","BC","HighRisk"
"193","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"277","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"372","A","BC","A","A","A","A","B","C","BC","BC","C","A","A","AB","A","LowRisk"
"302","A","B","A","A","A","A","A","B","B","A","AB","A","BC","A","BC","LowRisk"
"272","A","B","AB","A","B","A","AB","B","BC","A","AB","A","B","A","A","LowRisk"
"26","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","HighRisk"
"94","A","D","BC","B","B","A","BC","C","D","C","D","A","B","AB","BC","HighRisk"
"179","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","HighRisk"
"106","A","D","C","D","B","B","C","D","D","C","AB","B","E","B","D","HighRisk"
"58","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"370","A","B","A","A","A","A","A","AB","BC","BC","C","A","A","A","B","LowRisk"
"138","A","C","AB","AB","AB","A","AB","AB","B","B","A","A","C","AB","BC","HighRisk"
"332","A","BC","AB","A","AB","AB","C","C","C","BC","D","A","AB","AB","AB","LowRisk"
"37","A","D","BC","B","B","A","B","BC","D","BC","BC","B","C","BC","D","HighRisk"
"154","A","C","B","B","B","B","B","B","C","AB","AB","B","C","B","C","HighRisk"
"229","A","B","BC","B","B","B","B","A","B","A","AB","AB","BC","B","A","LowRisk"
"140","A","C","C","BC","B","A","BC","D","D","BC","B","BC","C","B","D","HighRisk"
"73","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","HighRisk"
"107","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"23","A","C","AB","B","AB","A","AB","C","C","C","A","B","D","AB","C","HighRisk"
"361","A","BC","A","A","A","A","A","AB","AB","B","C","A","B","A","B","LowRisk"
"63","A","BC","B","A","AB","A","B","C","BC","BC","AB","B","BC","AB","C","HighRisk"
"357","A","AB","AB","A","AB","A","AB","AB","B","B","B","A","AB","AB","AB","LowRisk"
"225","A","AB","A","A","AB","A","A","B","A","A","A","A","BC","A","AB","LowRisk"
"131","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"180","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","HighRisk"
"130","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"165","A","C","AB","AB","B","A","A","BC","A","B","AB","B","BC","B","D","HighRisk"
"136","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"281","A","AB","AB","A","AB","A","AB","B","BC","A","B","A","B","AB","B","LowRisk"
"334","A","BC","A","A","AB","A","AB","BC","D","C","C","A","AB","AB","BC","LowRisk"
"358","A","A","A","A","A","A","AB","AB","A","A","BC","A","A","A","A","LowRisk"
"61","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","HighRisk"
"362","A","BC","A","A","BC","A","B","C","BC","C","BC","A","AB","AB","BC","LowRisk"
"317","A","B","A","A","A","A","AB","A","A","A","AB","A","BC","A","B","LowRisk"
"224","A","AB","A","A","A","A","A","A","A","A","AB","A","AB","A","B","LowRisk"
"20","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"327","A","AB","B","AB","B","A","B","A","BC","A","AB","AB","AB","A","AB","LowRisk"
"279","A","B","A","A","A","A","AB","AB","AB","A","AB","A","B","A","BC","LowRisk"
"333","A","A","AB","B","A","A","B","A","AB","A","B","A","A","A","A","LowRisk"
"183","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","HighRisk"
"118","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"125","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","HighRisk"
"84","A","B","B","B","A","A","C","BC","C","B","C","A","A","A","A","HighRisk"
"15","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"168","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"25","A","C","BC","AB","BC","B","BC","C","BC","C","B","BC","D","AB","D","HighRisk"
"7","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","HighRisk"
"331","A","B","A","A","AB","A","A","C","C","BC","C","A","AB","AB","AB","LowRisk"
"363","A","A","A","A","A","A","AB","AB","AB","AB","B","A","A","A","A","LowRisk"
"152","A","AB","AB","AB","AB","A","B","AB","B","A","A","AB","C","D","C","HighRisk"
"6","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"68","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"313","A","B","A","AB","C","A","AB","B","AB","A","AB","A","B","A","B","LowRisk"
"157","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"8","A","C","B","A","AB","E","B","BC","C","C","AB","AB","C","B","BC","HighRisk"
"171","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"308","A","B","A","A","AB","A","AB","A","AB","A","AB","A","B","A","B","LowRisk"
"250","AB","AB","A","A","B","A","A","A","AB","AB","A","AB","BC","A","A","LowRisk"
"238","A","AB","A","A","B","A","AB","A","AB","A","A","A","AB","A","A","LowRisk"
"228","A","BC","A","B","B","B","AB","BC","BC","AB","A","B","B","AB","BC","LowRisk"
"147","A","C","AB","BC","B","A","AB","C","C","A","AB","AB","BC","BC","BC","HighRisk"
"96","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"283","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","LowRisk"
"239","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","LowRisk"
"388","A","AB","A","B","B","A","B","AB","B","AB","BC","A","AB","A","AB","LowRisk"
"253","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","LowRisk"
"200","A","B","AB","B","AB","A","B","AB","B","A","AB","AB","BC","AB","A","LowRisk"
"156","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"14","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","HighRisk"
"89","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"280","A","AB","A","A","A","A","A","A","AB","AB","A","A","BC","A","B","LowRisk"
"275","A","BC","A","AB","AB","A","AB","AB","BC","A","AB","A","B","AB","B","LowRisk"
"265","A","BC","B","A","AB","A","AB","B","B","A","A","A","BC","AB","AB","LowRisk"
"292","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
"295","A","BC","A","A","A","A","A","AB","B","A","AB","A","B","A","B","LowRisk"
"5","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"368","A","B","AB","A","AB","A","BC","C","B","BC","C","A","A","AB","AB","LowRisk"
"127","A","BC","B","B","AB","B","BC","C","D","BC","D","B","A","A","B","HighRisk"
"155","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","HighRisk"
"385","A","BC","A","A","AB","A","B","BC","B","B","BC","A","A","A","C","LowRisk"
"161","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"212","A","C","B","C","B","A","BC","D","C","C","AB","BC","D","BC","D","LowRisk"
"389","A","B","BC","B","A","A","A","B","BC","AB","BC","A","AB","AB","AB","LowRisk"
"21","A","C","A","B","AB","A","A","B","A","A","A","A","BC","B","C","HighRisk"
"255","A","B","BC","BC","AB","A","B","B","BC","B","A","A","BC","BC","B","LowRisk"
"345","A","A","AB","A","B","A","BC","AB","C","B","B","A","A","A","A","LowRisk"
"232","B","BC","A","A","AB","A","AB","AB","A","A","A","A","AB","A","AB","LowRisk"
"287","A","BC","AB","AB","AB","A","B","A","C","A","AB","A","BC","AB","AB","LowRisk"
"153","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"65","A","C","B","B","B","A","BC","BC","AB","BC","AB","B","C","B","BC","HighRisk"
"88","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"296","A","BC","A","AB","A","A","A","B","AB","A","A","A","AB","B","BC","LowRisk"
"379","A","BC","B","A","AB","AB","B","BC","BC","B","C","A","AB","B","A","LowRisk"
"278","A","C","AB","B","AB","A","AB","B","C","BC","BC","AB","BC","B","B","LowRisk"
"108","A","D","BC","B","B","A","BC","C","D","C","D","A","B","AB","BC","HighRisk"
"198","A","B","A","A","BC","B","AB","A","B","A","AB","AB","BC","B","AB","LowRisk"
"195","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"341","A","AB","AB","A","B","AB","AB","AB","A","AB","BC","A","AB","AB","AB","LowRisk"
"315","A","B","B","AB","B","A","AB","B","BC","A","AB","AB","AB","A","AB","LowRisk"
"34","A","BC","BC","A","BC","A","B","BC","E","A","AB","B","D","BC","D","HighRisk"
"213","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","LowRisk"
"223","A","AB","A","B","B","B","A","A","A","A","AB","A","AB","AB","A","LowRisk"
"74","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","HighRisk"
"249","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","LowRisk"
"72","A","C","BC","B","BC","A","BC","C","D","C","AB","B","BC","AB","D","HighRisk"
"11","A","C","C","BC","B","B","AB","B","BC","B","A","B","D","BC","BC","HighRisk"
"234","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","LowRisk"
"221","A","A","A","A","B","A","B","A","A","A","A","AB","A","A","A","LowRisk"
