"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"155","A","B","A","A","B","A","AB","A","BC","A","AB","B","BC","B","A","LowRisk"
"116","A","AB","A","B","AB","A","A","AB","A","A","A","A","AB","A","A","LowRisk"
"18","A","C","A","AB","B","A","AB","BC","B","B","AB","AB","C","AB","BC","HighRisk"
"194","A","B","B","B","B","A","AB","B","BC","AB","AB","A","BC","AB","BC","LowRisk"
"30","A","C","AB","A","BC","E","B","D","C","C","AB","B","C","B","D","HighRisk"
"143","A","BC","A","B","A","A","A","AB","A","B","A","AB","AB","AB","A","LowRisk"
"183","A","AB","A","A","A","A","A","A","AB","AB","A","A","BC","A","B","LowRisk"
"124","A","A","A","A","B","A","B","A","A","A","A","AB","A","A","A","LowRisk"
"52","A","C","A","A","A","A","AB","BC","B","B","AB","B","BC","B","BC","HighRisk"
"91","A","BC","B","B","AB","B","BC","C","D","BC","D","B","A","A","B","HighRisk"
"13","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","HighRisk"
"137","A","AB","AB","A","BC","A","AB","A","AB","A","AB","A","C","A","AB","LowRisk"
"176","A","B","A","AB","AB","A","A","BC","B","A","AB","AB","BC","AB","BC","LowRisk"
"108","A","AB","A","A","A","A","A","AB","B","AB","AB","A","BC","A","B","LowRisk"
"186","A","C","C","A","B","A","BC","C","D","C","B","AB","BC","A","D","LowRisk"
"106","A","AB","AB","AB","B","A","AB","AB","AB","A","AB","A","B","AB","B","LowRisk"
"139","A","AB","A","A","A","A","A","A","A","A","A","A","AB","A","A","LowRisk"
"102","A","B","AB","AB","AB","A","AB","B","AB","A","AB","AB","BC","AB","C","LowRisk"
"56","A","B","AB","B","A","A","AB","AB","B","AB","A","A","B","B","BC","HighRisk"
"96","A","BC","A","A","B","B","BC","C","C","BC","C","AB","BC","A","B","HighRisk"
"79","A","D","AB","A","AB","B","C","C","C","BC","BC","A","AB","AB","B","HighRisk"
"89","A","C","B","A","AB","B","C","C","D","C","D","A","B","AB","D","HighRisk"
"1","A","C","A","A","A","A","A","BC","BC","C","A","AB","C","AB","BC","HighRisk"
"58","A","C","BC","B","AB","A","B","C","D","BC","AB","BC","C","B","C","HighRisk"
"27","A","D","AB","A","BC","A","B","E","D","D","A","B","D","BC","D","HighRisk"
"46","A","C","AB","B","AB","A","A","C","D","BC","AB","AB","C","A","D","HighRisk"
"73","A","BC","B","A","B","A","C","B","D","BC","C","AB","AB","AB","C","HighRisk"
"42","A","C","AB","A","AB","A","A","C","D","C","B","B","BC","AB","BC","HighRisk"
"14","A","B","A","B","AB","A","B","B","B","C","AB","A","BC","BC","B","HighRisk"
"29","A","C","AB","AB","AB","A","AB","AB","B","B","A","A","C","AB","BC","HighRisk"
"161","A","C","B","B","B","A","AB","C","C","AB","AB","B","C","B","C","LowRisk"
"48","A","C","BC","A","B","A","AB","D","D","D","B","B","D","AB","D","HighRisk"
"90","A","BC","AB","A","B","B","BC","C","C","BC","D","A","A","A","B","HighRisk"
"12","A","C","AB","AB","B","A","A","BC","A","B","AB","B","BC","B","D","HighRisk"
"168","A","BC","B","A","AB","A","AB","B","B","A","A","A","BC","AB","AB","LowRisk"
"109","A","AB","A","A","AB","A","B","A","AB","A","A","A","B","A","B","LowRisk"
"98","A","B","AB","A","B","AB","A","C","D","C","C","A","B","A","A","HighRisk"
"126","A","AB","A","B","B","B","A","A","A","A","AB","A","AB","AB","A","LowRisk"
"182","A","B","A","A","A","A","AB","AB","AB","A","AB","A","B","A","BC","LowRisk"
"117","AB","AB","A","A","B","A","AB","A","AB","B","AB","B","B","A","B","LowRisk"
"69","A","B","A","AB","AB","B","AB","B","B","AB","AB","A","BC","A","C","HighRisk"
"36","A","B","AB","B","AB","A","AB","A","C","A","B","A","B","BC","B","HighRisk"
"68","B","BC","AB","A","B","B","B","C","BC","D","AB","B","C","A","D","HighRisk"
"33","A","BC","A","A","B","A","AB","BC","BC","C","AB","BC","C","AB","D","HighRisk"
"107","AB","AB","B","AB","B","A","B","A","B","A","A","A","AB","A","A","LowRisk"
"184","A","AB","AB","A","AB","A","AB","B","BC","A","B","A","B","AB","B","LowRisk"
"10","A","C","AB","B","AB","A","AB","BC","D","AB","B","B","C","AB","C","HighRisk"
"120","A","AB","A","A","A","A","AB","A","A","A","A","A","A","A","A","LowRisk"
"50","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
"166","A","AB","AB","B","BC","A","B","AB","AB","A","AB","A","BC","AB","AB","LowRisk"
"32","A","C","AB","B","AB","A","B","BC","BC","B","A","AB","C","BC","C","HighRisk"
"110","A","B","A","AB","B","A","A","B","A","A","AB","A","BC","AB","B","LowRisk"
"138","A","AB","A","A","AB","A","AB","A","A","A","AB","A","B","A","A","LowRisk"
"180","A","AB","A","A","A","A","A","A","A","A","AB","A","A","A","A","LowRisk"
"82","A","B","C","B","AB","AB","D","C","D","C","D","AB","AB","AB","D","HighRisk"
"83","A","BC","A","B","B","AB","BC","C","D","BC","D","A","AB","AB","BC","HighRisk"
"55","A","C","B","BC","B","A","B","BC","D","B","A","AB","BC","BC","C","HighRisk"
"133","B","BC","A","A","B","A","A","BC","AB","B","A","A","BC","A","C","LowRisk"
"135","B","BC","A","A","AB","A","AB","AB","A","A","A","A","AB","A","AB","LowRisk"
"81","A","AB","A","B","B","C","AB","C","AB","BC","BC","B","B","A","BC","HighRisk"
"26","A","AB","AB","A","A","A","AB","BC","AB","C","AB","B","BC","AB","B","HighRisk"
"6","A","C","C","D","B","A","D","E","D","D","A","C","D","C","E","HighRisk"
"100","A","AB","A","AB","B","A","A","A","A","A","A","A","A","A","A","LowRisk"
"60","A","BC","AB","AB","AB","A","B","B","AB","A","A","A","B","AB","BC","HighRisk"
"174","AB","C","A","D","AB","A","AB","B","B","BC","A","B","C","A","C","LowRisk"
"44","A","C","AB","A","AB","B","AB","C","BC","C","AB","AB","BC","AB","C","HighRisk"
"76","A","D","BC","A","AB","AB","B","BC","C","C","D","A","BC","AB","C","HighRisk"
"94","A","D","BC","B","B","A","BC","C","D","C","D","A","B","AB","BC","HighRisk"
"95","A","C","AB","A","AB","A","C","BC","C","C","D","AB","B","AB","BC","HighRisk"
"97","AB","E","B","A","B","C","C","D","E","D","D","AB","BC","B","C","HighRisk"
"152","A","BC","B","B","AB","A","A","BC","B","AB","AB","B","B","B","BC","LowRisk"
"156","A","BC","A","A","A","A","AB","B","AB","BC","B","AB","C","A","C","LowRisk"
"17","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","HighRisk"
"121","A","AB","A","A","AB","A","AB","A","A","AB","AB","B","B","A","B","LowRisk"
"165","AB","AB","A","A","AB","A","A","A","A","A","A","AB","AB","A","A","LowRisk"
"11","A","C","C","BC","B","B","AB","B","BC","B","A","B","D","BC","BC","HighRisk"
"146","AB","B","AB","A","BC","A","B","B","B","AB","AB","B","C","AB","A","LowRisk"
"99","A","AB","A","A","B","B","AB","AB","A","A","AB","A","B","A","A","LowRisk"
"47","A","B","AB","AB","AB","A","A","B","BC","A","AB","A","BC","A","D","HighRisk"
"41","A","C","A","AB","B","A","B","A","C","AB","AB","A","BC","A","D","HighRisk"
"132","A","B","BC","B","B","B","B","A","B","A","AB","AB","BC","B","A","LowRisk"
"142","A","BC","AB","A","AB","A","A","AB","B","A","AB","B","BC","AB","B","LowRisk"
"67","A","BC","AB","A","AB","A","B","BC","BC","BC","AB","AB","C","AB","D","HighRisk"
"128","A","AB","A","A","AB","A","A","B","A","A","A","A","BC","A","AB","LowRisk"
"66","A","BC","A","B","A","A","AB","BC","D","B","AB","A","C","A","D","HighRisk"
"172","A","B","A","AB","AB","B","A","AB","A","A","AB","A","BC","A","B","LowRisk"
"63","A","BC","B","A","AB","A","B","C","BC","BC","AB","B","BC","AB","C","HighRisk"
"153","AB","AB","A","A","B","A","A","A","AB","AB","A","AB","BC","A","A","LowRisk"
"85","A","BC","BC","A","B","B","B","C","D","C","D","AB","A","B","A","HighRisk"
"140","A","B","BC","AB","BC","A","B","A","BC","AB","AB","BC","BC","A","A","LowRisk"
"74","A","D","B","A","A","A","C","C","BC","BC","D","AB","A","AB","BC","HighRisk"
"123","A","AB","A","A","AB","A","A","A","A","A","A","AB","A","A","A","LowRisk"
"103","A","B","AB","B","AB","A","B","AB","B","A","AB","AB","BC","AB","A","LowRisk"
"195","A","B","AB","AB","B","A","AB","A","C","AB","AB","B","B","A","A","LowRisk"
"187","A","B","AB","AB","AB","A","A","A","B","A","AB","A","B","B","AB","LowRisk"
"158","A","B","BC","BC","AB","A","B","B","BC","B","A","A","BC","BC","B","LowRisk"
"162","A","AB","A","A","AB","A","AB","A","A","A","A","A","AB","A","AB","LowRisk"
"136","A","AB","A","A","BC","A","A","A","AB","A","B","AB","B","A","A","LowRisk"
"150","A","B","A","A","A","A","AB","B","B","AB","A","B","B","A","B","LowRisk"
"39","A","C","BC","A","A","A","B","C","D","D","AB","AB","D","A","D","HighRisk"
"170","A","C","B","C","AB","A","A","B","B","BC","A","B","AB","AB","BC","LowRisk"
"147","AB","AB","A","A","AB","B","B","A","A","A","A","A","A","A","A","LowRisk"
"71","A","C","BC","A","B","A","B","BC","D","E","AB","AB","D","C","C","HighRisk"
"5","A","C","B","BC","AB","A","BC","C","D","D","A","AB","D","BC","D","HighRisk"
"16","A","C","B","AB","AB","A","B","AB","C","C","AB","A","C","B","BC","HighRisk"
"92","A","C","C","A","AB","A","BC","BC","D","BC","D","AB","A","AB","C","HighRisk"
"191","A","AB","AB","A","A","A","A","A","AB","A","A","A","AB","A","A","LowRisk"
"119","A","AB","A","A","B","A","A","A","A","AB","A","AB","C","A","B","LowRisk"
"78","A","BC","B","A","B","B","B","C","D","C","D","B","A","AB","B","HighRisk"
"177","A","B","AB","AB","AB","A","AB","B","C","A","AB","AB","C","A","BC","LowRisk"
"87","A","B","AB","A","AB","AB","B","B","BC","B","C","A","B","AB","B","HighRisk"
"148","A","AB","A","A","BC","A","AB","AB","AB","AB","A","AB","BC","A","B","LowRisk"
"131","A","BC","A","B","B","B","AB","BC","BC","AB","A","B","B","AB","BC","LowRisk"
"164","A","AB","B","AB","AB","A","AB","A","BC","A","A","A","B","AB","A","LowRisk"
"38","A","C","B","B","B","A","B","AB","D","C","B","AB","D","B","C","HighRisk"
"34","A","BC","BC","A","BC","A","B","BC","E","A","AB","B","D","BC","D","HighRisk"
"129","A","C","A","A","B","B","AB","B","B","A","AB","A","C","A","B","LowRisk"
"115","A","C","B","C","B","A","BC","D","C","C","AB","BC","D","BC","D","LowRisk"
"179","A","BC","AB","A","AB","A","A","B","AB","AB","AB","A","B","A","C","LowRisk"
"31","A","C","A","AB","C","B","B","B","AB","BC","A","B","BC","AB","BC","HighRisk"
"118","A","D","BC","B","AB","A","C","D","D","D","B","C","E","BC","D","LowRisk"
"151","AB","B","A","AB","B","A","A","B","AB","A","A","A","B","A","B","LowRisk"
"134","AB","AB","A","A","BC","A","AB","A","AB","A","AB","AB","BC","BC","A","LowRisk"
"15","A","D","C","BC","BC","B","D","D","D","C","B","C","D","C","D","HighRisk"
"62","A","C","BC","BC","AB","A","BC","C","C","C","B","BC","C","B","D","HighRisk"
"72","A","C","BC","B","BC","A","BC","C","D","C","AB","B","BC","AB","D","HighRisk"
"43","A","D","BC","A","B","A","AB","B","D","BC","AB","AB","C","B","BC","HighRisk"
"61","A","C","A","AB","AB","A","A","BC","B","AB","AB","AB","BC","B","BC","HighRisk"
"53","A","C","D","B","BC","A","BC","C","D","D","AB","B","D","BC","D","HighRisk"
"192","A","B","AB","A","AB","A","A","AB","B","BC","B","A","B","A","AB","LowRisk"
"167","A","B","A","B","AB","A","A","A","A","A","A","AB","B","A","AB","LowRisk"
"145","A","AB","A","AB","AB","A","AB","A","A","A","AB","A","BC","AB","A","LowRisk"
"111","A","B","A","A","A","A","A","BC","AB","A","A","AB","BC","AB","BC","LowRisk"
"20","AB","C","A","B","B","A","B","C","BC","B","AB","C","C","AB","C","HighRisk"
"185","A","AB","A","A","AB","A","A","AB","AB","A","AB","A","B","AB","AB","LowRisk"
"3","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"188","A","A","A","A","A","A","A","A","AB","AB","A","AB","AB","A","A","LowRisk"
"28","A","AB","A","B","AB","A","A","B","A","A","A","A","BC","A","BC","HighRisk"
"144","A","BC","B","B","BC","A","AB","AB","C","AB","AB","AB","C","AB","AB","LowRisk"
"2","B","BC","B","B","B","A","AB","B","BC","B","A","AB","D","A","C","HighRisk"
"88","A","C","BC","A","B","AB","A","C","D","BC","D","AB","AB","AB","C","HighRisk"
"75","A","B","A","A","A","A","B","BC","C","BC","BC","A","AB","A","AB","HighRisk"
"22","B","C","BC","B","C","A","BC","D","D","C","B","C","D","BC","D","HighRisk"
"141","A","AB","A","A","B","A","AB","A","AB","A","A","A","AB","A","A","LowRisk"
"54","A","C","C","BC","B","A","BC","D","D","BC","B","BC","C","B","D","HighRisk"
